part_id,hh_id,cont_id,part_age,age,part_gender,cnt_gender,cnt_home,cnt_work,cnt_school,cnt_transport,cnt_leisure,cnt_otherplace,frequency_multi,phys_contact,duration_multi,cnt_otherplace_family,cnt_otherplace_grandparents,cnt_hh_member,cnt_occupation,cnt_household_id
21748,BE1021748,2174816,53,42,M,F,0,1,0,0,0,0,2,2,2,false,false,N,1,217482174816
21748,BE1021748,2174817,53,27,M,M,0,1,0,0,0,0,3,1,2,false,false,N,1,217482174817
21748,BE1021748,2174818,53,22,M,F,0,0,0,0,0,1,3,,3,false,false,N,6,217482174818
22259,BE1022259,2225901,51,55,F,M,1,0,0,0,0,0,1,1,5,false,false,Y,1,BE1022259
22259,BE1022259,2225902,51,23,F,M,1,0,0,1,0,0,1,1,5,false,false,Y,6,BE1022259
22259,BE1022259,2225903,51,27,F,F,0,0,0,0,0,1,5,2,1,false,false,N,1,222592225903
22259,BE1022259,2225904,51,32,F,F,0,0,0,0,0,1,5,2,1,false,false,N,1,222592225904
22259,BE1022259,2225905,51,27,F,F,0,0,0,0,0,1,5,2,1,false,false,N,1,222592225905
22259,BE1022259,2225906,51,27,F,M,0,0,0,0,0,1,5,2,1,false,false,N,1,222592225906
22259,BE1022259,2225907,51,57,F,M,0,0,0,0,0,1,4,2,2,false,false,N,1,222592225907
25946,BE1025946,2594601,25,32,F,F,0,1,0,0,0,0,2,1,4,false,false,N,1,259462594601
25946,BE1025946,2594602,25,25,F,F,0,1,0,0,0,0,2,2,3,false,false,N,6,259462594602
25946,BE1025946,2594603,25,52,F,M,0,1,0,0,0,0,3,2,2,false,false,N,1,259462594603
25946,BE1025946,2594604,25,54,F,F,0,1,0,0,0,0,2,2,2,false,false,N,1,259462594604
25946,BE1025946,2594605,25,50,F,F,0,1,0,0,0,0,3,2,2,false,false,N,6,259462594605
25946,BE1025946,2594606,25,29,F,F,0,1,0,0,0,0,3,2,3,false,false,N,1,259462594606
25946,BE1025946,2594607,25,45,F,F,0,1,0,0,0,0,2,2,3,false,false,N,1,259462594607
25946,BE1025946,2594608,25,20,F,F,0,1,0,0,0,0,2,2,4,false,false,N,1,259462594608
25946,BE1025946,2594609,25,22,F,F,0,1,0,0,0,0,2,2,4,false,false,N,1,259462594609
25946,BE1025946,2594610,25,18,F,F,0,1,0,0,0,0,2,2,4,false,false,N,5,259462594610
25946,BE1025946,2594611,25,18,F,F,0,1,0,0,0,0,2,2,4,false,false,N,5,259462594611
25946,BE1025946,2594612,25,18,F,F,0,1,0,0,0,0,2,2,4,false,false,N,5,259462594612
25946,BE1025946,2594613,25,18,F,F,0,1,0,0,0,0,2,2,4,false,false,N,5,259462594613
25946,BE1025946,2594614,25,18,F,F,0,1,0,0,0,0,2,2,4,false,false,N,5,259462594614
25946,BE1025946,2594615,25,19,F,F,1,0,0,0,0,0,2,2,4,false,false,N,5,259462594615
25946,BE1025946,2594616,25,19,F,F,0,1,0,0,0,0,2,2,4,false,false,N,5,259462594616
25946,BE1025946,2594617,25,19,F,F,0,1,0,0,0,0,2,2,4,false,false,N,5,259462594617
