part_id,hh_id,cont_id,part_age,age,part_gender,part_occupation,cnt_gender,cnt_home,cnt_work,cnt_school,cnt_transport,cnt_leisure,cnt_otherplace,frequency_multi,phys_contact,duration_multi,cnt_otherplace_family,cnt_otherplace_grandparents,cnt_hh_member
5966,BE105966,596618,57,62,M,1,M,0,0,0,0,0,1,3,2,4,false,false,N
5966,BE105966,596619,57,67,M,1,F,0,0,0,0,0,1,3,2,4,false,false,N
5966,BE105966,596620,57,35,M,1,F,0,0,0,0,0,1,3,2,4,false,false,N
5966,BE105966,596621,57,55,M,1,M,0,0,0,0,0,1,3,2,4,false,false,N
5966,BE105966,596622,57,45,M,1,M,0,0,0,0,0,1,3,2,4,false,false,N
5966,BE105966,596623,57,35,M,1,F,0,0,0,0,0,1,3,2,4,false,false,N
5966,BE105966,596624,57,57,M,1,M,0,0,0,0,0,1,3,2,4,false,false,N
5966,BE105966,596625,57,58,M,1,M,0,0,0,0,0,1,3,2,4,false,false,N
6286,BE106286,628601,46,81,M,1,F,1,0,0,0,0,0,1,1,4,false,false,N
6286,BE106286,628602,46,82,M,1,M,1,0,0,0,0,0,1,1,4,false,false,N
6286,BE106286,628603,46,52,M,1,F,1,0,0,0,0,0,1,1,4,false,false,N
6286,BE106286,628604,46,20,M,1,F,0,0,0,0,0,1,3,2,2,false,false,N
6286,BE106286,628605,46,42,M,1,F,0,0,0,0,0,1,2,2,2,false,false,N
6286,BE106286,628606,46,22,M,1,F,0,0,0,0,0,1,2,2,2,false,false,N
6286,BE106286,628607,46,42,M,1,F,0,0,0,0,0,1,3,2,2,false,false,N
6286,BE106286,628608,46,65,M,1,M,0,0,1,0,0,0,3,2,1,false,false,N
6286,BE106286,628609,46,42,M,1,M,0,0,0,0,0,1,2,2,2,false,false,N
6286,BE106286,628610,46,80,M,1,F,0,0,0,0,1,0,2,1,3,false,false,N
6286,BE106286,628611,46,56,M,1,F,0,0,0,0,1,0,2,1,3,false,false,N
6286,BE106286,628612,46,60,M,1,M,0,0,0,0,1,0,3,1,3,false,false,N
6286,BE106286,628613,46,42,M,1,F,0,0,0,0,1,0,5,2,2,false,false,N
6286,BE106286,628614,46,42,M,1,M,0,0,0,0,1,0,5,2,2,false,false,N
6286,BE106286,628615,46,48,M,1,F,0,0,0,0,0,1,2,1,5,false,false,N
6286,BE106286,628616,46,48,M,1,M,0,0,0,0,0,1,2,1,5,false,false,N
6286,BE106286,628617,46,46,M,1,M,0,0,0,0,0,1,4,1,5,false,false,N
6286,BE106286,628618,46,46,M,1,F,0,0,0,0,0,1,4,1,5,false,false,N
6286,BE106286,628619,46,46,M,1,F,0,0,0,0,0,1,4,1,5,false,false,N
6286,BE106286,628620,46,50,M,1,F,0,0,0,0,0,1,4,1,5,false,false,N
6286,BE106286,628621,46,49,M,1,M,0,0,0,0,0,1,5,1,5,false,false,N
6286,BE106286,628622,46,52,M,1,M,0,0,0,0,0,1,4,1,5,false,false,N
6286,BE106286,628623,46,54,M,1,M,0,0,0,0,0,1,4,1,5,false,false,N
6286,BE106286,628624,46,9,M,1,M,0,0,0,0,0,1,4,1,4,false,false,N
6286,BE106286,628625,46,7,M,1,F,0,0,0,0,0,1,4,1,4,false,false,N
6286,BE106286,628626,46,17,M,1,M,0,0,0,0,0,1,5,1,4,false,false,N
6286,BE106286,628627,46,15,M,1,M,0,0,0,0,0,1,5,1,4,false,false,N
6286,BE106286,628628,46,8,M,1,F,0,0,0,0,0,1,5,1,4,false,false,N
6286,BE106286,628629,46,7,M,1,F,0,0,0,0,0,1,5,1,4,false,false,N
6286,BE106286,628630,46,6,M,1,F,0,0,0,0,0,1,5,1,4,false,false,N
6927,BE106927,692701,12,49,M,5,M,1,0,0,0,0,0,1,1,5,false,false,Y
6927,BE106927,692702,12,48,M,5,F,1,0,0,0,0,0,1,1,1,false,false,Y
6927,BE106927,692703,12,16,M,5,M,1,0,0,0,0,0,1,1,4,false,false,Y
6927,BE106927,692704,12,12,M,5,M,0,0,1,1,0,0,1,2,5,false,false,N
6927,BE106927,692705,12,12,M,5,M,0,0,1,1,0,0,1,2,5,false,false,N
6927,BE106927,692706,12,12,M,5,M,0,0,1,0,0,0,1,2,2,false,false,N
6927,BE106927,692707,12,12,M,5,M,0,0,1,0,0,0,1,1,3,false,false,N
6927,BE106927,692708,12,12,M,5,M,0,0,1,0,0,0,1,1,3,false,false,N
6927,BE106927,692709,12,12,M,5,M,0,0,1,0,0,0,1,1,3,false,false,N
6927,BE106927,692710,12,12,M,5,M,0,0,1,0,0,0,1,2,1,false,false,N
6927,BE106927,692711,12,12,M,5,M,0,0,1,0,0,0,1,1,2,false,false,N
6927,BE106927,692712,12,12,M,5,M,0,0,1,0,0,0,1,1,2,false,false,N
6927,BE106927,692713,12,12,M,5,M,0,0,1,0,0,0,1,2,4,false,false,N
6927,BE106927,692714,12,55,M,5,F,0,0,1,0,0,0,1,2,3,false,false,N
6927,BE106927,692715,12,12,M,5,F,0,0,1,0,0,0,1,2,3,false,false,N
6927,BE106927,692716,12,12,M,5,F,0,0,1,0,0,0,1,2,3,false,false,N
6927,BE106927,692717,12,12,M,5,F,0,0,1,0,0,0,1,2,2,false,false,N
6927,BE106927,692718,12,12,M,5,F,0,0,1,0,0,0,1,2,2,false,false,N
6927,BE106927,692719,12,12,M,5,F,0,0,1,0,0,0,1,2,2,false,false,N
6927,BE106927,692720,12,47,M,5,F,0,0,1,0,0,0,1,2,3,false,false,N
6927,BE106927,692721,12,12,M,5,M,0,0,1,0,0,0,1,2,1,false,false,N
6927,BE106927,692722,12,37,M,5,F,0,0,0,0,0,1,2,2,1,false,false,N
6927,BE106927,692723,12,40,M,5,F,0,0,0,0,0,1,2,2,2,false,false,N
6927,BE106927,692724,12,12,M,5,M,0,0,0,0,0,1,2,1,4,false,false,N
6927,BE106927,692725,12,12,M,5,M,0,0,0,0,0,1,2,1,4,false,false,N
6927,BE106927,692726,12,27,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692727,12,22,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692728,12,40,M,5,M,0,0,0,0,0,1,2,1,1,false,false,N
6927,BE106927,692729,12,40,M,5,M,0,0,0,0,0,1,2,1,1,false,false,N
6927,BE106927,692730,12,27,M,5,M,0,0,0,0,0,1,2,1,2,false,false,N
6927,BE106927,692731,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692732,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692733,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692734,12,12,M,5,M,0,0,0,0,0,1,2,1,2,false,false,N
6927,BE106927,692735,12,12,M,5,M,0,0,0,0,0,1,2,1,2,false,false,N
6927,BE106927,692736,12,12,M,5,M,0,0,0,0,0,1,2,1,2,false,false,N
6927,BE106927,692737,12,12,M,5,M,0,0,0,0,0,1,2,1,2,false,false,N
6927,BE106927,692738,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692739,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692740,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692741,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692742,12,12,M,5,M,0,0,0,0,0,1,2,1,2,false,false,N
6927,BE106927,692743,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692744,12,12,M,5,M,0,0,0,0,0,1,2,1,3,false,false,N
6927,BE106927,692745,12,12,M,5,M,0,0,0,0,0,1,2,1,2,false,false,N
6927,BE106927,692746,12,11,M,5,M,0,0,0,0,0,1,2,2,1,false,false,N
6927,BE106927,692747,12,11,M,5,M,0,0,0,0,0,1,2,2,1,false,false,N
6927,BE106927,692748,12,11,M,5,M,0,0,0,0,0,1,2,2,1,false,false,N
6927,BE106927,692749,12,11,M,5,M,0,0,0,0,0,1,2,2,1,false,false,N
6927,BE106927,692750,12,41,M,5,M,0,0,0,0,0,1,2,2,2,false,false,N
9930,BE109930,993001,45,23,M,1,M,0,1,0,0,0,0,1,2,5,false,false,N
9930,BE109930,993002,45,45,M,1,M,0,1,0,0,0,0,1,2,5,false,false,N
9930,BE109930,993003,45,45,M,1,M,0,1,0,0,0,0,1,2,4,false,false,N
9930,BE109930,993004,45,45,M,1,M,0,1,0,0,0,0,1,2,5,false,false,N
9930,BE109930,993005,45,45,M,1,M,0,1,0,0,0,0,1,2,4,false,false,N
9930,BE109930,993006,45,45,M,1,M,0,1,0,0,0,0,1,2,4,false,false,N
9930,BE109930,993007,45,23,M,1,M,0,1,0,0,0,0,1,2,4,false,false,N
9930,BE109930,993008,45,19,M,1,M,0,1,0,0,0,0,1,2,4,false,false,N
9930,BE109930,993009,45,45,M,1,M,0,1,0,0,0,0,1,2,4,false,false,N
9930,BE109930,993010,45,45,M,1,M,0,0,0,0,1,0,2,1,4,false,false,N
9930,BE109930,993011,45,45,M,1,M,0,0,0,0,1,0,2,1,4,false,false,N
9930,BE109930,993012,45,7,M,1,M,0,0,0,0,0,0,1,1,4,false,false,Y
9930,BE109930,993013,45,14,M,1,M,0,0,0,0,0,0,1,1,4,false,false,Y
9930,BE109930,993014,45,45,M,1,F,0,0,0,0,0,0,1,1,5,false,false,Y
10419,BE1010419,1041901,55,53,F,1,M,1,0,0,0,0,0,1,2,5,false,false,Y
10419,BE1010419,1041902,55,27,F,1,F,0,0,0,0,0,1,5,2,1,false,false,N
10419,BE1010419,1041903,55,57,F,1,F,0,0,0,0,1,0,3,2,1,false,false,N
10419,BE1010419,1041904,55,32,F,1,F,0,0,0,0,1,0,5,2,3,false,false,N
10419,BE1010419,1041905,55,35,F,1,M,0,0,0,0,1,0,3,2,3,false,false,N
10504,BE1010504,1050401,26,39,M,1,M,0,1,0,0,0,0,2,1,3,false,false,N
10504,BE1010504,1050402,26,52,M,1,M,0,1,0,0,0,0,2,2,3,false,false,N
10504,BE1010504,1050403,26,47,M,1,F,0,1,0,0,0,0,2,2,3,false,false,N
10504,BE1010504,1050404,26,27,M,1,M,0,1,0,0,0,0,3,2,1,false,false,N
10504,BE1010504,1050405,26,32,M,1,M,0,1,0,0,0,0,4,2,1,false,false,N
10504,BE1010504,1050406,26,34,M,1,M,0,1,0,0,0,0,4,2,1,false,false,N
10504,BE1010504,1050407,26,29,M,1,M,0,1,0,0,0,0,3,2,2,false,false,N
10504,BE1010504,1050408,26,54,M,1,F,1,0,0,0,0,0,1,2,3,false,false,Y
10504,BE1010504,1050409,26,57,M,1,M,1,0,0,0,0,0,1,2,3,false,false,Y
10504,BE1010504,1050410,26,23,M,1,F,1,0,0,0,0,0,1,1,2,false,false,Y
10504,BE1010504,1050411,26,25,M,1,F,1,0,0,0,0,0,1,1,4,false,false,N
12958,BE1012958,1295801,42,38,F,1,F,1,0,0,0,0,0,3,1,4,false,false,N
12958,BE1012958,1295802,42,46,F,1,M,1,0,0,0,0,0,1,1,5,false,false,Y
12958,BE1012958,1295803,42,37,F,1,F,0,0,0,0,0,1,3,2,2,false,false,N
19607,BE1019607,1960701,47,48,M,1,F,1,0,0,0,0,0,1,1,4,false,false,Y
19607,BE1019607,1960702,47,15,M,1,M,1,0,0,0,0,0,1,1,4,false,false,Y
19607,BE1019607,1960703,47,13,M,1,M,1,0,0,0,0,0,1,1,4,false,false,Y
19607,BE1019607,1960704,47,24,M,1,F,0,0,0,1,0,0,2,1,2,false,false,N
19607,BE1019607,1960705,47,24,M,1,M,0,0,0,1,0,0,2,1,2,false,false,N
19607,BE1019607,1960706,47,0,M,1,M,0,0,0,1,0,0,2,1,2,false,false,N
19607,BE1019607,1960707,47,46,M,1,M,0,1,0,0,0,0,2,1,5,false,false,N
19607,BE1019607,1960708,47,55,M,1,F,0,1,0,0,0,0,2,1,4,false,false,N
19607,BE1019607,1960709,47,40,M,1,F,0,1,0,0,0,0,5,2,2,false,false,N
19607,BE1019607,1960710,47,40,M,1,M,0,1,0,0,0,0,5,2,2,false,false,N
19607,BE1019607,1960711,47,45,M,1,M,0,1,0,0,0,0,1,1,5,false,false,N
19607,BE1019607,1960712,47,36,M,1,M,0,1,0,0,0,0,2,2,4,false,false,N
19607,BE1019607,1960713,47,49,M,1,M,0,1,0,0,0,0,2,1,4,false,false,N
19607,BE1019607,1960714,47,53,M,1,M,0,1,0,0,0,0,2,2,3,false,false,N
19607,BE1019607,1960715,47,50,M,1,M,0,1,0,0,0,0,2,2,4,false,false,N
19607,BE1019607,1960716,47,30,M,1,F,0,0,0,1,0,0,3,2,2,false,false,N
19607,BE1019607,1960717,47,30,M,1,F,0,0,0,0,1,0,3,1,3,false,false,N
19607,BE1019607,1960718,47,35,M,1,M,0,0,0,0,1,0,4,1,3,false,false,N
19607,BE1019607,1960719,47,55,M,1,F,1,0,0,0,0,0,2,1,3,false,false,N
19607,BE1019607,1960720,47,30,M,1,F,1,0,0,0,0,0,3,1,3,false,false,N
19607,BE1019607,1960721,47,35,M,1,F,0,0,0,0,0,1,2,2,2,false,false,N
19607,BE1019607,1960722,47,40,M,1,M,0,0,0,0,0,1,2,2,2,false,false,N
19607,BE1019607,1960723,47,55,M,1,M,1,0,0,0,0,0,2,1,3,false,false,N
19607,BE1019607,1960724,47,19,M,1,F,1,0,0,0,0,0,2,1,3,false,false,N
19607,BE1019607,1960725,47,-1,M,1,M,0,1,0,0,0,0,2,1,2,false,false,N
19607,BE1019607,1960726,47,35,M,1,M,0,1,0,0,0,0,3,2,3,false,false,N
19607,BE1019607,1960727,47,5,M,1,F,0,1,0,0,0,0,1,2,3,false,false,N
19607,BE1019607,1960728,47,57,M,1,F,0,1,0,0,0,0,4,1,4,false,false,N
19607,BE1019607,1960729,47,33,M,1,M,0,1,0,0,0,0,1,1,5,false,false,N
19607,BE1019607,1960730,47,46,M,1,F,0,1,0,0,0,0,2,2,2,false,false,N
19607,BE1019607,1960731,47,-1,M,1,F,0,1,0,0,0,0,2,2,2,false,false,N
19607,BE1019607,1960732,47,22,M,1,F,0,1,0,0,0,0,2,2,4,false,false,N
19607,BE1019607,1960733,47,71,M,1,M,0,1,0,0,0,0,3,2,4,false,false,N
19607,BE1019607,1960734,47,-1,M,1,M,0,1,0,0,0,0,5,2,1,false,false,N
19607,BE1019607,1960735,47,-1,M,1,F,0,1,0,0,0,0,2,1,3,false,false,N
19607,BE1019607,1960736,47,43,M,1,F,0,1,0,0,0,0,2,2,1,false,false,N
19607,BE1019607,1960737,47,-1,M,1,F,0,1,0,0,0,0,2,1,4,false,false,N
19607,BE1019607,1960738,47,72,M,1,M,0,1,0,0,0,0,3,2,4,false,false,N
19607,BE1019607,1960739,47,35,M,1,F,0,1,0,0,0,0,3,2,4,false,false,N
19607,BE1019607,1960740,47,64,M,1,M,0,1,0,0,0,0,2,2,5,false,false,N
19607,BE1019607,1960741,47,14,M,1,M,0,1,0,0,0,0,1,2,5,false,false,N
19607,BE1019607,1960742,47,48,M,1,M,0,1,0,0,0,0,2,2,3,false,false,N
19607,BE1019607,1960743,47,40,M,1,M,0,1,0,0,0,0,1,1,5,false,false,N
19607,BE1019607,1960744,47,32,M,1,M,0,1,0,0,0,0,2,2,2,false,false,N
19607,BE1019607,1960745,47,-1,M,1,M,0,1,0,0,0,0,1,2,5,false,false,N
19607,BE1019607,1960746,47,-1,M,1,M,0,1,0,0,0,0,2,2,4,false,false,N
19607,BE1019607,1960747,47,37,M,1,F,0,1,0,0,0,0,3,2,1,false,false,N
19607,BE1019607,1960748,47,27,M,1,F,0,1,0,0,0,0,2,2,4,false,false,N
19607,BE1019607,1960749,47,-1,M,1,M,0,1,0,0,0,0,2,2,4,false,false,N
21748,BE1021748,2174801,53,42,M,1,M,0,1,0,0,0,0,1,1,2,false,false,N
21748,BE1021748,2174802,53,54,M,1,F,0,1,0,0,0,0,2,2,3,false,false,N
21748,BE1021748,2174803,53,62,M,1,F,0,1,0,0,0,0,1,2,1,false,false,N
21748,BE1021748,2174804,53,47,M,1,F,0,0,0,0,0,1,5,2,1,false,false,N
21748,BE1021748,2174805,53,47,M,1,F,0,1,0,0,0,0,1,1,1,false,false,N
21748,BE1021748,2174806,53,37,M,1,M,0,1,0,0,0,0,1,2,2,false,false,N
21748,BE1021748,2174807,53,27,M,1,F,0,1,0,0,0,0,2,1,3,false,false,N
21748,BE1021748,2174808,53,37,M,1,M,0,1,0,0,0,0,2,2,1,false,false,N
21748,BE1021748,2174809,53,37,M,1,M,0,1,0,0,0,0,1,1,3,false,false,N
21748,BE1021748,2174810,53,42,M,1,M,0,1,0,0,0,0,1,1,3,false,false,N
21748,BE1021748,2174811,53,27,M,1,M,0,1,0,0,0,0,2,2,2,false,false,N
21748,BE1021748,2174812,53,37,M,1,F,0,1,0,0,0,0,1,1,2,false,false,N
21748,BE1021748,2174813,53,37,M,1,F,0,1,0,0,0,0,2,1,1,false,false,N
21748,BE1021748,2174814,53,37,M,1,M,0,1,0,0,0,0,2,1,1,false,false,N
21748,BE1021748,2174815,53,27,M,1,M,0,1,0,0,0,0,3,2,2,false,false,N
21748,BE1021748,2174816,53,42,M,1,F,0,1,0,0,0,0,2,2,2,false,false,N
21748,BE1021748,2174817,53,27,M,1,M,0,1,0,0,0,0,3,1,2,false,false,N
21748,BE1021748,2174818,53,22,M,1,F,0,0,0,0,0,1,3,,3,false,false,N
22259,BE1022259,2225901,51,55,F,3,M,1,0,0,0,0,0,1,1,5,false,false,Y
22259,BE1022259,2225902,51,23,F,3,M,1,0,0,1,0,0,1,1,5,false,false,Y
22259,BE1022259,2225903,51,27,F,3,F,0,0,0,0,0,1,5,2,1,false,false,N
22259,BE1022259,2225904,51,32,F,3,F,0,0,0,0,0,1,5,2,1,false,false,N
22259,BE1022259,2225905,51,27,F,3,F,0,0,0,0,0,1,5,2,1,false,false,N
22259,BE1022259,2225906,51,27,F,3,M,0,0,0,0,0,1,5,2,1,false,false,N
22259,BE1022259,2225907,51,57,F,3,M,0,0,0,0,0,1,4,2,2,false,false,N
25946,BE1025946,2594601,25,32,F,1,F,0,1,0,0,0,0,2,1,4,false,false,N
25946,BE1025946,2594602,25,25,F,1,F,0,1,0,0,0,0,2,2,3,false,false,N
25946,BE1025946,2594603,25,52,F,1,M,0,1,0,0,0,0,3,2,2,false,false,N
25946,BE1025946,2594604,25,54,F,1,F,0,1,0,0,0,0,2,2,2,false,false,N
25946,BE1025946,2594605,25,50,F,1,F,0,1,0,0,0,0,3,2,2,false,false,N
25946,BE1025946,2594606,25,29,F,1,F,0,1,0,0,0,0,3,2,3,false,false,N
25946,BE1025946,2594607,25,45,F,1,F,0,1,0,0,0,0,2,2,3,false,false,N
25946,BE1025946,2594608,25,20,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594609,25,22,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594610,25,18,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594611,25,18,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594612,25,18,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594613,25,18,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594614,25,18,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594615,25,19,F,1,F,1,0,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594616,25,19,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594617,25,19,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594618,25,19,F,1,F,0,1,0,0,0,0,2,2,4,false,false,N
25946,BE1025946,2594619,25,48,F,1,F,1,0,0,0,0,0,3,1,2,false,false,N
25946,BE1025946,2594620,25,29,F,1,M,1,0,0,0,0,0,1,1,4,false,false,Y
27902,BE1027902,2790201,52,51,F,1,M,1,0,0,1,0,0,1,1,5,false,false,Y
27902,BE1027902,2790202,52,35,F,1,M,0,1,0,0,0,0,1,2,5,false,false,N
27902,BE1027902,2790203,52,50,F,1,F,0,1,0,0,0,0,1,2,5,false,false,N
27902,BE1027902,2790204,52,25,F,1,F,0,0,0,0,1,0,3,,3,false,false,N
27902,BE1027902,2790205,52,31,F,1,F,0,0,0,0,0,1,4,2,2,false,false,N
27902,BE1027902,2790206,52,45,F,1,F,1,0,0,0,0,0,3,1,3,false,false,N
27902,BE1027902,2790207,52,25,F,1,M,1,0,0,0,0,0,2,2,2,false,false,N
27902,BE1027902,2790208,52,42,F,1,M,0,0,0,0,1,0,5,2,3,false,false,N
27902,BE1027902,2790209,52,25,F,1,M,0,0,0,0,1,0,4,2,3,false,false,N
27902,BE1027902,2790210,52,9,F,1,F,1,0,0,0,0,0,3,1,3,false,false,Y
27902,BE1027902,2790211,52,7,F,1,F,1,0,0,0,0,0,3,1,3,false,false,Y
27902,BE1027902,2790212,52,30,F,1,F,1,0,0,0,0,0,3,1,3,false,false,Y
27902,BE1027902,2790213,52,20,F,1,F,0,1,0,0,0,0,1,1,5,false,false,N
27902,BE1027902,2790214,52,40,F,1,F,0,1,0,0,0,0,5,1,2,false,false,N
27902,BE1027902,2790215,52,-1,F,1,F,0,1,0,0,0,0,3,1,3,false,false,N
27902,BE1027902,2790216,52,-1,F,1,M,0,1,0,0,0,0,4,1,5,false,false,N
27902,BE1027902,2790217,52,52,F,1,M,0,1,0,0,0,0,2,2,5,false,false,N
27902,BE1027902,2790218,52,-1,F,1,M,0,1,0,0,0,0,4,1,2,false,false,N
27902,BE1027902,2790219,52,-1,F,1,M,0,1,0,0,0,0,2,1,4,false,false,N
27902,BE1027902,2790220,52,-1,F,1,M,0,1,0,0,0,0,3,1,1,false,false,N
27902,BE1027902,2790221,52,-1,F,1,M,0,1,0,0,0,0,3,2,2,false,false,N
27902,BE1027902,2790222,52,50,F,1,M,0,1,0,0,0,0,2,2,5,false,false,N
27902,BE1027902,2790223,52,-1,F,1,M,0,1,0,0,0,0,1,2,2,false,false,N
27902,BE1027902,2790224,52,-1,F,1,F,0,1,0,0,0,0,4,2,1,false,false,N
27902,BE1027902,2790225,52,-1,F,1,M,0,1,0,0,0,0,5,2,2,false,false,N
27902,BE1027902,2790226,52,-1,F,1,F,0,1,0,0,0,0,1,1,4,false,false,N
27902,BE1027902,2790227,52,-1,F,1,F,0,1,0,0,0,0,4,2,2,false,false,N
27902,BE1027902,2790228,52,-1,F,1,F,0,1,0,0,0,0,1,2,2,false,false,N
