cont_id,part_id,cnt_age_exact,cnt_age_est_min,cnt_age_est_max,cnt_gender,cnt_home,cnt_work,cnt_school,cnt_transport,cnt_leisure,cnt_otherplace,frequency_multi,phys_contact,duration_multi,cnt_otherplace_family,cnt_otherplace_grandparents,cnt_hh_member
83123403,831234,,5,6,F,false,false,false,false,false,true,5,2,1,false,false,N
83123404,831234,,7,8,F,false,false,false,false,false,true,5,2,1,false,false,N
83123405,831234,,10,12,F,false,false,false,false,false,true,5,2,1,false,false,N
83123406,831234,,45,48,M,false,false,false,true,false,false,5,2,2,false,false,N
83123407,831234,,19,22,M,false,false,false,false,false,true,5,2,1,false,false,N
83123408,831234,,42,46,M,false,false,false,false,false,true,5,2,1,false,false,N
83123409,831234,,50,54,M,false,false,false,false,false,true,5,2,1,false,false,N
83123410,831234,,50,52,F,false,false,false,false,false,true,5,2,1,false,false,N
83123411,831234,,12,14,F,false,false,false,false,false,true,5,1,2,false,false,N
83123412,831234,,6,7,M,false,false,false,false,false,true,5,1,1,false,false,N
83123413,831234,,30,32,M,false,false,false,false,false,true,5,2,1,false,false,N
83123414,831234,,40,42,M,false,false,false,false,false,true,5,2,1,false,false,N
83123415,831234,,35,37,F,false,false,false,false,false,true,5,2,1,false,false,N
83123416,831234,,55,57,F,false,false,false,true,false,false,5,2,1,false,false,N
83123417,831234,5,,,M,false,false,false,false,false,true,5,2,1,false,false,N
83123418,831234,6,,,M,false,false,false,false,false,true,5,2,1,false,false,N
83123419,831234,7,,,M,false,false,false,false,false,true,5,2,1,false,false,N
83123420,831234,,54,56,F,false,false,false,false,false,true,5,2,1,false,false,N
83123421,831234,,54,56,M,false,false,false,true,false,false,5,2,1,false,false,N
83123422,831234,40,,,F,false,false,false,true,false,false,5,1,2,false,false,N
83151801,831518,39,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
83151802,831518,,20,35,F,false,false,false,false,false,true,5,2,1,false,false,N
83151803,831518,,30,40,F,false,false,false,false,false,true,5,2,1,false,false,N
83151804,831518,43,,,F,true,false,false,false,false,false,5,2,1,false,false,N
83151805,831518,13,,,F,true,false,false,false,false,false,1,1,5,false,false,N
83151806,831518,,25,30,F,false,false,false,false,false,true,5,2,1,false,false,N
83151807,831518,,40,45,F,false,false,false,false,false,true,5,2,1,false,false,N
83151808,831518,,20,25,F,false,false,false,false,false,true,5,2,1,false,false,N
83200901,832009,67,,,M,false,false,false,false,true,false,2,1,4,false,false,N
83200902,832009,66,,,F,false,false,false,false,false,true,2,1,4,false,false,N
83200903,832009,0,,,M,false,false,false,false,false,true,1,1,4,false,false,Y
83200904,832009,,40,45,M,false,false,false,false,false,true,5,1,1,false,false,N
83200905,832009,,35,40,M,false,false,false,false,false,true,5,1,1,false,false,N
83200906,832009,,35,40,F,false,false,false,false,false,true,5,2,1,false,false,N
83200907,832009,,35,40,F,false,false,false,false,false,true,5,2,1,false,false,N
83200908,832009,,40,45,F,false,false,false,false,false,true,5,2,1,false,false,N
83200909,832009,,40,45,F,false,false,false,false,false,true,5,2,1,false,false,N
83200910,832009,67,,,M,false,false,false,false,false,true,2,2,4,false,false,N
83200911,832009,66,,,F,false,false,false,false,false,true,2,2,4,false,false,N
83200912,832009,0,,,M,false,false,false,false,false,true,1,1,4,false,false,N
83200913,832009,,50,55,M,false,false,false,false,false,true,5,2,1,false,false,N
83200914,832009,,25,30,M,false,false,false,false,false,true,5,2,2,false,false,N
83200915,832009,,40,45,F,false,false,false,false,false,true,5,2,2,false,false,N
83200916,832009,67,,,M,false,false,false,false,false,true,2,1,4,false,false,N
83200917,832009,66,,,F,false,false,false,false,false,true,2,1,4,false,false,N
83200918,832009,0,,,M,false,false,false,false,false,true,1,1,4,false,false,Y
83200919,832009,38,,,M,false,false,false,false,false,true,1,1,5,false,false,Y
83200920,832009,,20,25,F,false,false,false,false,false,true,5,2,1,false,false,N
83200921,832009,,40,45,F,false,false,false,false,false,true,5,2,1,false,false,N
83200922,832009,38,,,M,true,false,false,false,false,false,1,1,5,false,false,Y
83200923,832009,0,,,M,true,false,false,false,false,false,1,1,5,false,false,Y
83486501,834865,53,,,F,true,false,false,false,false,false,1,2,4,false,false,Y
83486502,834865,61,,,M,true,false,false,false,false,false,1,2,3,false,false,Y
83486503,834865,25,,,F,true,false,false,false,false,false,1,2,3,false,false,N
83486504,834865,,40,45,F,true,false,false,false,false,false,4,2,1,false,false,N
83486505,834865,36,,,F,false,true,false,false,false,false,1,2,5,false,false,N
83486506,834865,21,,,M,false,true,false,false,false,false,,2,5,false,false,N
83486507,834865,,40,50,F,false,true,false,false,false,false,4,2,3,false,false,N
83486508,834865,49,,,F,false,true,false,false,false,false,2,2,4,false,false,N
83486509,834865,,40,45,F,false,true,false,false,false,false,2,2,4,false,false,N
83486510,834865,49,,,F,false,true,false,false,false,false,2,2,4,false,false,N
83486511,834865,48,,,F,false,true,false,false,false,false,2,2,4,false,false,N
83486512,834865,,50,55,M,false,true,false,false,false,false,2,2,2,false,false,N
83486513,834865,,53,58,M,false,true,false,false,false,false,2,2,3,false,false,N
83486514,834865,28,,,M,false,true,false,false,false,false,2,2,3,false,false,N
83486515,834865,27,,,M,true,false,false,false,false,false,1,2,3,false,false,Y
83700801,837008,38,,,F,true,false,true,false,false,false,1,1,5,false,false,Y
83700802,837008,15,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
83700803,837008,,40,45,F,false,false,true,false,false,false,2,2,4,false,false,N
83700804,837008,,25,30,F,false,false,true,false,false,false,1,2,5,false,false,N
83700805,837008,,40,45,F,false,false,true,false,false,false,1,1,3,false,false,N
83700806,837008,3,,,F,false,false,true,false,false,false,1,2,5,false,false,Y
83700807,837008,3,,,F,false,false,true,false,false,false,1,2,5,false,false,N
83700808,837008,3,,,F,false,false,true,false,false,false,1,1,5,false,false,N
83700809,837008,3,,,F,false,false,true,false,false,false,1,1,5,false,false,N
83700810,837008,5,,,F,false,false,true,false,false,false,1,1,4,false,false,Y
83700811,837008,,40,45,M,false,false,false,true,false,false,2,2,2,false,false,N
83700812,837008,13,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
83700813,837008,37,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
83791201,837912,20,,,F,true,false,false,true,false,false,1,2,4,false,false,Y
83791202,837912,40,,,M,false,false,false,false,false,true,2,2,2,false,false,N
83791203,837912,18,,,F,true,false,false,true,false,true,1,2,5,false,false,Y
83791204,837912,21,,,M,true,false,false,false,false,false,2,2,3,false,false,N
83791205,837912,,8,10,F,true,false,false,false,false,false,5,2,1,false,false,N
83791206,837912,72,,,F,false,false,false,false,false,true,2,2,4,false,false,N
83791207,837912,74,,,M,false,false,false,false,false,true,2,2,4,false,false,N
83791208,837912,,25,30,F,false,false,false,false,false,true,3,2,2,false,false,N
83791209,837912,,60,65,F,false,false,false,false,false,true,3,2,2,false,false,N
83791210,837912,,35,40,F,false,false,false,false,false,true,3,2,2,false,false,N
83791211,837912,33,,,M,false,false,false,false,false,true,3,2,3,false,false,N
83791212,837912,,60,65,M,false,false,false,false,false,true,4,2,1,false,false,N
83791213,837912,,20,25,F,false,false,false,false,false,true,5,2,1,false,false,N
83791214,837912,,60,65,M,false,false,false,false,false,true,5,2,1,false,false,N
83791215,837912,,25,30,F,false,false,false,false,false,true,5,2,1,false,false,N
83791216,837912,,60,65,M,false,false,false,false,false,true,5,2,1,false,false,N
83791217,837912,,65,70,F,false,false,false,false,false,true,4,2,1,false,false,N
83791218,837912,,70,75,F,false,false,false,false,false,true,4,2,2,false,false,N
83791219,837912,,70,75,M,false,false,false,false,false,true,4,2,2,false,false,N
83791220,837912,,60,65,F,false,false,false,false,false,true,5,2,1,false,false,N
83791221,837912,,20,25,M,false,false,false,false,false,true,5,2,1,false,false,N
83791222,837912,,45,50,F,false,false,false,false,false,true,4,2,1,false,false,N
83791223,837912,,25,30,M,false,false,false,false,false,true,5,2,1,false,false,N
83791224,837912,,20,25,F,false,false,false,false,false,true,3,2,2,false,false,N
83791225,837912,,65,70,F,false,false,false,false,false,true,4,2,1,false,false,N
83791226,837912,,65,70,F,false,false,false,false,false,true,4,2,1,false,false,N
83791227,837912,,65,70,M,false,false,false,false,false,true,4,2,2,false,false,N
83791228,837912,,40,45,F,false,false,false,false,false,true,4,2,1,false,false,N
84162801,841628,59,,,M,true,false,false,true,false,false,1,1,5,false,false,Y
84162802,841628,23,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
84162803,841628,89,,,F,false,false,false,false,true,false,3,1,5,false,false,N
84162804,841628,85,,,F,false,false,false,false,true,false,3,1,5,false,false,N
84162805,841628,58,,,M,false,false,false,true,false,false,4,1,5,false,false,N
84162806,841628,48,,,F,false,false,false,false,true,false,4,1,5,false,false,N
84162807,841628,52,,,F,false,false,false,false,true,false,4,1,5,false,false,N
84162808,841628,53,,,M,false,false,false,false,true,false,4,1,5,false,false,N
84162809,841628,,20,25,F,false,false,false,false,true,false,5,2,2,false,false,N
84162810,841628,,25,30,F,false,false,false,false,true,false,5,1,2,false,false,N
84162811,841628,,60,65,M,false,false,false,false,false,true,4,2,1,false,false,N
84162812,841628,,55,60,F,false,false,false,false,false,true,5,2,1,false,false,N
84162813,841628,,30,35,F,false,false,false,false,false,true,5,2,1,false,false,N
84162814,841628,,30,35,M,false,false,false,false,false,true,5,2,1,false,false,N
84162815,841628,,70,75,M,false,false,false,false,false,true,5,2,4,false,false,N
84162816,841628,,70,75,F,false,false,false,false,false,true,5,2,4,false,false,N
84428501,844285,26,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
84428502,844285,28,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
84428503,844285,26,,,F,true,false,false,false,false,false,4,1,5,false,false,N
84428504,844285,30,,,F,true,false,false,false,false,false,3,1,3,false,false,N
84428505,844285,,50,55,F,true,false,false,false,false,false,3,1,3,false,false,N
84428506,844285,,55,60,M,true,false,false,false,false,false,3,1,3,false,false,N
84428507,844285,25,,,M,true,false,false,false,false,false,3,1,3,false,false,N
84428508,844285,,30,36,M,true,false,false,false,false,false,3,1,2,false,false,N
84428509,844285,,28,35,M,true,false,false,false,false,false,5,1,1,false,false,N
84469901,844699,51,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
84469902,844699,29,,,F,true,false,false,false,false,false,4,2,2,false,false,N
84469903,844699,25,,,F,true,false,false,false,false,false,3,2,2,false,false,Y
84469904,844699,,45,50,F,false,false,false,false,false,true,4,1,3,false,false,N
84469905,844699,,45,50,F,false,false,false,false,false,true,5,2,2,false,false,N
84469906,844699,,45,50,F,false,false,false,false,false,true,5,2,2,false,false,N
84469907,844699,,45,50,F,false,false,false,false,false,true,5,2,2,false,false,N
84469908,844699,,40,45,M,false,false,false,false,false,true,5,1,3,false,false,N
84469909,844699,23,,,F,false,false,false,false,true,false,2,1,3,false,false,Y
84469910,844699,29,,,M,false,false,false,false,true,false,2,1,3,false,false,Y
84501901,845019,48,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
84501902,845019,,30,35,M,false,false,false,false,false,true,5,2,2,false,false,N
84501903,845019,,35,40,M,false,false,false,false,false,true,3,2,2,false,false,N
84501904,845019,,40,45,F,false,false,true,false,false,false,4,2,1,false,false,N
84501905,845019,25,,,F,true,false,false,false,false,false,2,1,1,false,false,Y
84501906,845019,73,,,M,false,false,false,false,false,true,3,1,4,false,false,N
84501907,845019,,40,45,M,false,false,false,false,false,true,5,2,1,false,false,N
84501908,845019,,35,40,F,false,false,false,false,false,true,4,1,3,false,false,N
84501909,845019,,20,25,M,false,false,false,false,false,true,4,2,2,false,false,N
84501910,845019,,40,45,M,false,false,false,false,false,true,4,2,1,false,false,N
84503501,845035,79,,,M,true,false,false,false,false,false,1,1,5,false,false,Y
84503502,845035,52,,,F,true,false,false,false,false,false,2,2,3,false,false,N
84503503,845035,70,,,M,true,false,false,false,false,false,4,2,3,false,false,N
85027501,850275,35,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
85027502,850275,2,,,F,true,false,false,false,false,false,1,1,4,false,false,Y
85027503,850275,,30,35,F,false,false,false,false,false,true,2,2,2,false,false,N
85027504,850275,,35,40,F,false,false,false,false,false,true,2,2,2,false,false,N
85027505,850275,,25,30,M,false,true,false,false,false,false,1,2,5,false,false,N
85027506,850275,35,,,F,false,true,false,false,false,false,1,2,4,false,false,N
85027507,850275,34,,,M,false,true,false,false,false,false,2,2,3,false,false,N
85027508,850275,30,,,F,false,true,false,false,false,false,2,2,4,false,false,N
85027509,850275,20,,,F,false,true,false,false,false,false,1,2,5,false,false,N
85027510,850275,,30,35,M,false,true,false,false,false,false,2,2,2,false,false,N
85027511,850275,,40,45,F,false,true,false,false,false,false,2,2,4,false,false,N
85027512,850275,,35,40,M,false,true,false,false,false,false,2,2,3,false,false,N
85027513,850275,35,,,M,false,true,false,false,false,false,1,2,2,false,false,N
85027514,850275,30,,,M,false,true,false,false,false,false,2,2,2,false,false,N
85027515,850275,,30,35,M,false,false,false,false,false,true,4,1,2,false,false,N
85027516,850275,47,,,F,false,false,false,false,true,false,3,1,4,false,false,N
85027517,850275,22,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027518,850275,21,,,F,false,false,false,false,true,false,3,1,4,false,false,N
85027519,850275,49,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027520,850275,29,,,F,false,false,false,false,true,false,3,1,4,false,false,N
85027521,850275,32,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027522,850275,52,,,F,false,false,false,false,true,false,3,1,4,false,false,N
85027523,850275,27,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027524,850275,25,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027525,850275,51,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027526,850275,25,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027527,850275,38,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027528,850275,47,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027529,850275,45,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027530,850275,51,,,F,false,false,false,false,true,false,3,1,4,false,false,N
85027531,850275,40,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027532,850275,33,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027533,850275,47,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027534,850275,42,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027535,850275,22,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85027536,850275,20,,,F,false,false,false,false,true,false,3,1,4,false,false,N
85027537,850275,19,,,M,false,false,false,false,true,false,3,1,4,false,false,N
85157501,851575,9,,,M,true,false,false,false,false,false,1,1,5,false,false,Y
85157502,851575,53,,,M,true,false,false,false,false,false,1,1,5,false,false,Y
85157503,851575,21,,,M,true,false,false,false,false,false,1,2,4,false,false,Y
85157504,851575,15,,,M,true,false,false,false,false,false,1,2,5,false,false,Y
85157505,851575,,55,60,F,false,false,false,false,true,false,5,2,1,false,false,N
85157506,851575,,40,45,M,false,false,false,false,true,false,5,2,1,false,false,N
85157507,851575,,9,10,F,false,false,false,false,true,false,5,2,1,false,false,N
85157508,851575,,45,50,F,false,false,false,false,true,false,5,2,1,false,false,N
85157509,851575,,45,50,F,false,false,false,false,true,false,5,2,1,false,false,N
85372701,853727,18,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
85372702,853727,47,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
85391901,853919,6,,,M,true,false,false,false,false,false,1,1,5,false,false,Y
85391902,853919,9,,,M,true,false,false,false,false,false,1,1,5,false,false,Y
85391903,853919,33,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
85391904,853919,55,,,M,true,false,false,false,false,false,2,1,3,false,false,N
85391905,853919,34,,,M,false,true,false,false,false,false,2,2,2,false,false,N
85391906,853919,45,,,M,false,true,false,false,false,false,2,2,2,false,false,N
85391907,853919,35,,,M,false,true,false,false,false,false,2,2,2,false,false,N
85391908,853919,37,,,,false,true,false,false,false,false,2,2,2,false,false,N
85391909,853919,24,,,,false,true,false,false,false,false,2,2,2,false,false,N
85391910,853919,28,,,,false,true,false,false,false,false,2,2,2,false,false,N
85391911,853919,,25,30,,false,true,false,false,false,false,2,2,2,false,false,N
85391912,853919,43,,,,false,true,false,false,false,false,3,2,1,false,false,N
85391913,853919,28,,,F,false,true,false,false,false,false,2,2,1,false,false,N
85391914,853919,40,,,F,false,true,false,false,false,false,2,2,2,false,false,N
85425301,854253,,16,19,F,false,false,false,true,false,false,2,2,3,false,false,N
85425302,854253,,16,18,F,false,false,false,true,false,false,2,2,3,false,false,N
85425303,854253,,16,20,M,false,false,false,true,false,false,2,2,3,false,false,N
85425304,854253,,12,15,F,false,false,false,false,true,false,2,2,3,false,false,N
85425305,854253,16,,,F,false,false,false,true,false,false,2,1,3,false,false,N
85425306,854253,16,,,M,false,false,false,true,false,false,1,1,3,false,false,N
85425307,854253,15,,,M,false,false,false,true,false,false,1,1,3,false,false,N
85425308,854253,16,,,M,false,false,false,true,false,false,1,1,3,false,false,N
85425309,854253,16,,,F,false,false,false,true,false,false,1,1,3,false,false,N
85425310,854253,22,,,M,true,false,false,false,false,false,1,1,4,false,false,N
85425311,854253,22,,,F,true,false,false,false,false,false,1,1,4,false,false,Y
85425312,854253,20,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
85425313,854253,19,,,F,true,false,false,false,false,false,1,1,4,false,false,N
85425314,854253,,70,80,M,false,false,false,false,false,true,2,1,4,false,false,N
85425315,854253,,70,80,F,false,false,false,false,false,true,2,1,4,false,false,N
85425316,854253,45,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
85425317,854253,16,,,F,false,false,false,false,true,false,2,1,4,false,false,N
85425318,854253,16,,,F,false,false,false,false,false,true,2,1,4,false,false,N
85425319,854253,16,,,F,false,false,false,false,false,true,2,2,4,false,false,N
85425320,854253,16,,,M,false,false,false,false,false,true,2,1,4,false,false,N
85425321,854253,17,,,M,false,false,false,false,false,true,2,1,4,false,false,N
85425322,854253,17,,,F,false,false,false,false,false,true,2,1,4,false,false,N
85425323,854253,16,,,F,false,false,false,false,false,true,2,1,4,false,false,N
85425324,854253,18,,,M,false,false,false,false,false,true,2,1,4,false,false,N
85425325,854253,23,,,M,false,true,false,false,false,false,1,1,4,false,false,N
85425326,854253,44,,,F,false,true,false,false,false,false,1,1,1,false,false,N
85425327,854253,41,,,M,false,true,false,false,false,false,1,2,2,false,false,N
85425328,854253,,,,F,false,true,false,false,false,false,2,2,4,false,false,N
85425329,854253,13,,,F,false,true,false,false,false,false,1,1,4,false,false,N
85425330,854253,,,,M,false,true,false,false,false,false,4,2,3,false,false,N
85425331,854253,45,,,M,false,true,false,false,false,false,1,2,2,false,false,N
85425332,854253,,,,F,false,true,false,false,false,false,3,2,1,false,false,N
85425333,854253,,,,F,false,true,false,false,false,false,1,1,4,false,false,N
85425334,854253,47,,,M,false,true,false,false,false,false,3,1,3,false,false,N
85425335,854253,,,,M,false,true,false,false,false,false,2,2,4,false,false,N
85425336,854253,,,,M,false,true,false,false,false,false,3,2,3,false,false,N
85425337,854253,55,,,M,false,true,false,false,false,false,1,2,4,false,false,N
85425338,854253,42,,,M,false,true,false,false,false,false,2,1,3,false,false,N
85425339,854253,43,,,M,false,true,false,false,false,false,1,2,3,false,false,N
85425340,854253,26,,,M,false,true,false,false,false,false,3,1,3,false,false,N
85425341,854253,38,,,F,false,true,false,false,false,false,3,2,2,false,false,N
85425342,854253,,,,M,false,true,false,false,false,false,1,2,5,false,false,N
85425343,854253,,,,M,false,true,false,false,false,false,2,2,2,false,false,N
85425344,854253,,,,F,false,true,false,false,false,false,5,2,1,false,false,N
85425345,854253,60,,,M,false,true,false,false,false,false,2,1,5,false,false,N
85425346,854253,14,,,F,false,true,false,false,false,false,1,1,4,false,false,N
85425347,854253,75,,,F,false,true,false,false,false,false,5,2,3,false,false,N
85425348,854253,26,,,M,false,true,false,false,false,false,1,1,2,false,false,N
85425349,854253,,,,F,false,true,false,false,false,false,3,2,2,false,false,N
85425350,854253,7,,,F,false,true,false,false,false,false,3,1,3,false,false,N
85425351,854253,65,,,M,false,true,false,false,false,false,3,2,3,false,false,N
85425352,854253,64,,,F,false,true,false,false,false,false,3,1,3,false,false,N
85425353,854253,,,,M,false,true,false,false,false,false,1,2,5,false,false,N
85425354,854253,17,,,M,false,true,false,false,false,false,3,2,1,false,false,N
85425355,854253,5,,,M,false,true,false,false,false,false,1,1,4,false,false,N
85425356,854253,14,,,F,false,true,false,false,false,false,1,1,4,false,false,N
85425357,854253,20,,,M,false,true,false,false,false,false,1,2,5,false,false,N
85425358,854253,14,,,M,false,true,false,false,false,false,1,2,5,false,false,N
85425359,854253,1,,,M,false,true,false,false,false,false,3,1,5,false,false,N
85425360,854253,64,,,M,false,true,false,false,false,false,3,2,2,false,false,N
85425361,854253,28,,,F,false,true,false,false,false,false,1,2,3,false,false,N
85425362,854253,27,,,F,false,true,false,false,false,false,2,2,4,false,false,N
85425363,854253,48,,,M,false,true,false,false,false,false,3,1,3,false,false,N
85425364,854253,16,,,F,false,true,false,false,false,false,2,2,4,false,false,N
85425365,854253,,,,F,false,true,false,false,false,false,1,1,2,false,false,N
85425366,854253,,,,M,false,true,false,false,false,false,5,2,4,false,false,N
85425367,854253,,,,M,false,true,false,false,false,false,3,2,1,false,false,N
85425368,854253,60,,,F,false,true,false,false,false,false,1,1,2,false,false,N
85425369,854253,12,,,M,false,true,false,false,false,false,2,1,3,false,false,N
85425370,854253,,,,F,false,true,false,false,false,false,2,1,3,false,false,N
85425371,854253,,,,M,false,true,false,false,false,false,5,2,2,false,false,N
85425372,854253,,,,F,false,true,false,false,false,false,3,2,2,false,false,N
85425373,854253,,,,M,false,true,false,false,false,false,2,2,5,false,false,N
85425374,854253,30,,,F,false,true,false,false,false,false,1,1,5,false,false,N
85664201,856642,65,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
85664202,856642,,40,65,,true,false,false,true,false,false,,2,2,false,false,N
85664203,856642,65,,,M,false,false,false,false,false,true,3,2,1,false,false,N
85664204,856642,75,,,F,false,false,false,false,false,true,2,2,1,false,false,N
85664205,856642,50,,,,true,false,false,false,false,false,3,2,3,false,false,N
85664206,856642,40,,,M,false,false,false,false,false,true,4,1,2,false,false,N
85664207,856642,,8,10,F,true,false,false,false,false,false,1,1,5,false,false,N
85975301,859753,49,,,F,true,false,false,false,false,false,1,1,5,false,false,Y
85975302,859753,,40,45,F,false,true,false,false,false,false,2,1,1,false,false,N
85975303,859753,,35,40,F,false,true,false,false,false,false,2,2,1,false,false,N
85975304,859753,53,,,M,false,true,false,false,false,false,2,1,4,false,false,N
85975305,859753,57,,,M,false,true,false,false,false,false,2,1,2,false,false,N
85975306,859753,56,,,F,false,true,false,false,false,false,2,1,3,false,false,N
85975307,859753,57,,,F,false,true,false,false,false,false,2,1,3,false,false,N
85975308,859753,56,,,M,false,true,false,false,false,false,2,1,3,false,false,N
85975309,859753,,30,35,F,false,true,false,false,false,false,2,1,4,false,false,N
85975310,859753,,45,50,F,false,true,false,false,false,false,2,1,4,false,false,N
85975311,859753,,55,60,F,false,true,false,false,false,false,2,1,4,false,false,N
85975312,859753,,30,35,M,false,false,false,false,false,true,5,1,4,false,false,N
85975313,859753,,30,35,F,false,false,false,false,false,true,5,1,4,false,false,N
85975314,859753,,55,60,F,false,false,false,false,false,true,4,1,4,false,false,N
85975315,859753,0,,,M,false,false,false,false,false,true,5,2,4,false,false,N
85975316,859753,,30,35,F,false,false,false,false,false,true,5,2,2,false,false,N
85975317,859753,,35,40,F,false,false,false,false,false,true,5,2,2,false,false,N
85975318,859753,,40,45,M,false,false,false,true,false,true,4,2,2,false,false,N
85975319,859753,,40,45,,false,false,false,true,false,false,4,2,2,false,false,N
85975320,859753,,55,60,M,false,true,false,false,false,false,2,1,4,false,false,N
85975321,859753,,55,60,F,false,true,false,false,false,false,2,1,4,false,false,N
85975322,859753,,40,45,F,false,true,false,false,false,false,2,1,4,false,false,N
85975323,859753,,55,60,F,false,true,false,false,false,false,2,1,4,false,false,N
85975324,859753,22,,,M,false,true,false,false,false,false,2,1,4,false,false,N
85975325,859753,,40,45,F,false,false,false,false,false,true,2,2,2,false,false,N
85975326,859753,,35,40,F,false,false,false,false,false,true,2,2,2,false,false,N
85975327,859753,,35,40,F,false,false,false,false,false,true,2,2,2,false,false,N
85975328,859753,,45,50,M,false,false,false,false,false,true,3,2,3,false,false,N
85975329,859753,,50,55,M,false,false,false,false,false,true,3,2,3,false,false,N
85975330,859753,,50,55,M,false,false,false,false,false,true,3,2,3,false,false,N
85975331,859753,53,,,F,false,true,false,false,false,false,5,2,3,false,false,N
85975332,859753,47,,,M,false,true,false,false,false,false,2,1,2,false,false,N
85975333,859753,,45,50,M,false,true,false,false,false,false,2,1,2,false,false,N
85975334,859753,,50,55,M,false,true,false,false,false,false,,,,false,false,
86292301,862923,21,,,M,true,false,false,false,false,false,1,2,,false,false,Y
86292302,862923,19,,,F,true,false,false,false,false,false,2,2,1,false,false,N
86292303,862923,30,,,M,true,false,false,false,false,false,1,1,5,false,false,Y
86292304,862923,36,,,F,false,true,false,false,false,false,1,1,5,false,false,N
86292305,862923,43,,,F,false,true,false,false,false,false,1,1,5,false,false,N
86292306,862923,21,,,M,false,true,false,false,false,false,1,2,3,false,false,N
86292307,862923,51,,,M,false,true,false,false,false,false,1,2,3,false,false,N
86292308,862923,59,,,M,false,true,false,false,false,false,1,1,5,false,false,N
86292309,862923,51,,,M,false,true,false,false,false,false,1,2,3,false,false,N
86292310,862923,28,,,M,false,true,false,false,false,false,1,2,3,false,false,N
86292311,862923,46,,,F,false,true,false,false,false,false,3,1,3,false,false,N
86292312,862923,21,,,M,false,true,false,false,false,false,1,1,5,false,false,N
86292313,862923,27,,,F,false,true,false,false,false,false,1,1,3,false,false,N
86292314,862923,21,,,M,false,true,false,false,false,false,1,2,3,false,false,N
86292315,862923,38,,,M,false,true,false,false,false,false,1,2,3,false,false,N
86292316,862923,,40,45,M,false,true,false,false,false,false,1,2,3,false,false,N
86292317,862923,,25,30,M,false,true,false,false,false,false,3,2,3,false,false,N
86292318,862923,50,,,M,true,false,false,false,false,false,3,2,2,false,false,N
86292319,862923,56,,,F,false,false,false,false,false,true,2,1,4,false,false,N
86292320,862923,23,,,M,false,false,false,false,false,true,2,2,4,false,false,N
86292321,862923,25,,,F,false,false,false,false,false,true,2,2,4,false,false,N
86292322,862923,,50,55,M,false,false,false,false,true,false,1,2,3,false,false,N
86648301,866483,56,,,F,true,false,false,false,false,false,1,1,4,false,false,Y
86648302,866483,18,,,F,true,false,false,false,false,false,1,1,4,false,false,Y
86648303,866483,57,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
86653601,866536,,30,40,M,false,false,false,false,false,true,2,2,1,false,false,N
86850101,868501,37,,,M,true,false,false,true,false,false,,1,,false,false,
86850102,868501,38,,,F,true,false,false,true,false,false,,1,,false,false,
86850103,868501,40,,,F,false,false,false,false,false,true,,1,,false,false,
86850104,868501,41,,,M,false,false,false,false,false,true,,1,,false,false,
86850105,868501,48,,,F,false,false,false,false,false,true,,1,,false,false,
86850106,868501,9,,,M,true,false,false,false,false,false,,1,,false,false,
86850107,868501,7,,,M,true,false,false,false,false,false,,1,,false,false,
86920401,869204,36,,,F,true,false,false,false,false,false,1,1,4,false,false,Y
86920402,869204,5,,,M,true,false,false,false,false,false,1,1,4,false,false,Y
86920403,869204,2,,,F,true,false,false,false,false,false,1,1,4,false,false,Y
86920404,869204,,45,50,M,false,false,false,false,true,false,3,2,4,false,false,N
86920405,869204,,50,55,M,false,false,false,false,true,false,3,2,4,false,false,N
