part_id,hh_id,part_age,part_gender,part_occupation
18416018,18416018416018,28,M,1
18416019,18416018416019,25,M,1
18416020,18416018416020,1,F,6
18416021,18416018416021,-1,M,6
18416022,18416018416022,-1,M,6
18416023,18416018416023,-1,M,6
18416024,18416018416024,-1,M,6
18416025,18416018416025,-1,F,6
18416026,18416018416026,35,M,1
18416027,18416018416027,-1,M,6
18416028,18416018416028,-1,F,6
18416029,18416018416029,49,F,1
18416030,18416018416030,-1,M,6
18416031,18416018416031,13,M,5
18416032,18416018416032,27,M,1
18416033,18416018416033,45,M,1
18416034,18416018416034,-1,M,6
18416035,18416018416035,27,M,1
18416036,18416018416036,30,M,1
18416037,18416018416037,40,F,6
18416038,18416018416038,-1,M,6
18416039,18416018416039,18,F,5
18416040,18416018416040,54,M,6
18416041,18416018416041,34,M,6
18416042,18416018416042,6,F,5
18416043,18416018416043,-1,M,6
18416044,18416018416044,-1,M,6
18416045,18416018416045,-1,F,6
18416046,18416018416046,-1,M,6
18416047,18416018416047,21,F,1
18818901,BE10188189,16,M,5
18818902,BE10188189,45,F,6
18818903,BE10188189,18,F,5
18818904,18818918818904,62,M,6
18818905,18818918818905,52,F,1
18818906,18818918818906,32,M,1
18818907,18818918818907,52,F,6
18818908,18818918818908,42,F,1
18818909,18818918818909,49,M,1
18818910,18818918818910,22,M,1
18818911,18818918818911,22,M,6
18818912,18818918818912,22,F,1
18818913,18818918818913,22,M,1
18818914,18818918818914,22,F,1
18818915,18818918818915,22,M,1
18818916,18818918818916,30,M,1
18818917,18818918818917,51,M,6
18818918,18818918818918,27,M,1
18818919,18818918818919,27,F,1
18818920,18818918818920,22,M,1
18818921,18818918818921,22,M,1
18818922,18818918818922,52,M,6
18818923,18818918818923,22,F,1
18818924,18818918818924,22,M,1
18818925,18818918818925,22,M,1
18818926,18818918818926,37,M,1
18818927,18818918818927,22,F,1
18818928,18818918818928,37,M,1
18818929,18818918818929,22,M,1
18818930,18818918818930,22,M,1
18818931,18818918818931,27,M,1
18818932,18818918818932,32,M,1
18818933,18818918818933,22,F,6
18818934,18818918818934,22,M,1
18818935,18818918818935,44,F,1
18818936,18818918818936,47,M,1
18818937,18818918818937,32,F,1
18818938,18818918818938,32,M,1
18818939,18818918818939,22,F,1
18818940,18818918818940,22,F,1
18818941,18818918818941,27,M,1
18818942,18818918818942,27,M,1
18818943,18818918818943,27,M,1
18818944,18818918818944,27,M,1
18818945,18818918818945,27,M,1
18818946,18818918818946,51,M,1
18818947,18818918818947,32,M,1
18818948,18818918818948,32,M,1
18818949,18818918818949,33,M,1
18818950,18818918818950,32,M,1
18818951,18818918818951,49,M,1
18818952,18818918818952,48,F,1
18818953,18818918818953,49,M,1
18818954,18818918818954,32,M,1
18818955,18818918818955,32,M,6
18818956,18818918818956,32,F,1
18818957,18818918818957,32,F,1
18818958,18818918818958,18,M,5
18818959,18818918818959,18,M,5
18818960,18818918818960,24,M,1
18818961,18818918818961,26,F,1
18818962,18818918818962,26,F,1
18818963,18818918818963,-1,F,6
18818964,18818918818964,-1,M,6
18818965,18818918818965,-1,M,6
18818966,18818918818966,20,F,1
18818967,18818918818967,-1,M,6
18818968,18818918818968,64,F,1
18818969,18818918818969,30,F,1
18818970,18818918818970,1,M,6
18818971,18818918818971,-1,F,6
18818972,18818918818972,14,M,5
18818973,18818918818973,-1,F,6
18818974,18818918818974,49,F,1
18818975,18818918818975,19,F,5
18818976,18818918818976,-1,M,6
18818977,18818918818977,41,F,1
18818978,18818918818978,39,M,1
18818979,18818918818979,37,F,6
18818980,18818918818980,-1,M,6
18818981,18818918818981,40,M,1
18818982,18818918818982,25,F,1
18818983,18818918818983,-1,F,6
18818984,18818918818984,-1,M,6
18818985,18818918818985,22,M,6
18818986,18818918818986,16,M,5
18818987,18818918818987,40,F,1
18818988,18818918818988,11,M,5
18818989,18818918818989,65,M,6
18818990,18818918818990,46,M,1
18818991,18818918818991,32,M,1
18818992,18818918818992,15,M,5
18818993,18818918818993,-1,M,6
18818994,18818918818994,34,F,1
18818995,18818918818995,50,M,6
18818996,18818918818996,40,M,6
18818997,18818918818997,15,F,5
18818998,18818918818998,51,M,6
18818999,18818918818999,42,F,1
18819000,18818918819000,-1,M,6
18819001,18818918819001,33,M,1
18819002,18818918819002,53,F,1
18819003,18818918819003,15,F,5
18819004,18818918819004,35,F,1
18819005,18818918819005,-1,M,6
18819006,18818918819006,-1,F,6
18819007,18818918819007,30,F,1
18819008,18818918819008,67,M,6
18819009,18818918819009,70,F,2
18819010,18818918819010,10,F,5
18819011,18818918819011,-1,M,6
18819012,18818918819012,-1,F,6
18819013,18818918819013,-1,F,6
18819014,18818918819014,-1,F,6
18819015,18818918819015,-1,M,6
18819016,18818918819016,39,M,1
18819017,18818918819017,30,F,1
18819018,18818918819018,60,F,6
18819019,18818918819019,-1,F,6
18819020,18818918819020,18,F,5
18874901,BE10188749,65,F,6
18874902,18874918874902,40,F,6
18874903,18874918874903,55,F,1
18874904,18874918874904,60,M,1
18874905,18874918874905,35,F,1
19152901,19152919152901,51,F,1
19152902,19152919152902,46,M,1
19152903,19152919152903,48,M,1
19152904,19152919152904,55,M,1
19152905,19152919152905,55,F,1
19152906,19152919152906,55,M,6
19152907,19152919152907,26,F,6
19152908,19152919152908,48,M,1
19152909,19152919152909,78,F,2
19152910,19152919152910,25,M,1
19152911,19152919152911,55,M,6
19268201,BE10192682,60,M,6
19268202,19268219268202,27,F,1
19268203,19268219268203,22,M,1
19268204,19268219268204,37,F,1
19268205,19268219268205,37,F,1
19268206,BE10192682,26,F,6
19268207,BE10192682,0,F,6
19268208,BE10192682,29,M,1
19268209,BE10192682,31,F,1
19268210,19268219268210,27,M,1
20179501,BE10201795,49,M,1
20179502,BE10201795,14,M,5
20179503,20179520179503,27,M,1
20179504,BE10201795,44,F,1
20179505,20179520179505,17,M,5
20179506,20179520179506,18,F,5
20179507,20179520179507,12,M,5
20179508,20179520179508,18,F,5
20179509,20179520179509,18,M,5
20179510,20179520179510,18,M,5
20179511,20179520179511,17,M,5
20505201,20505220505201,45,M,1
20505202,20505220505202,45,M,1
20505203,20505220505203,45,M,6
20505204,20505220505204,45,M,1
20505205,20505220505205,45,M,6
20505206,20505220505206,45,M,1
20505207,20505220505207,45,F,1
20505208,20505220505208,45,F,1
20505209,BE10205052,30,F,1
20505210,20505220505210,45,M,1
20505211,20505220505211,45,M,1
20505212,20505220505212,45,M,1
20505213,20505220505213,55,M,1
20505214,20505220505214,55,M,1
20505215,20505220505215,55,M,1
20505216,20505220505216,45,M,1
20505217,20505220505217,45,M,1
20505218,20505220505218,45,M,1
20505219,20505220505219,45,F,1
20505220,20505220505220,45,F,1
20505221,20505220505221,45,F,6
20505222,20505220505222,45,M,1
20505223,20505220505223,45,M,1
20505224,20505220505224,45,M,1
20505225,20505220505225,75,F,2
20505226,20505220505226,45,M,1
20505227,20505220505227,45,M,1
20505228,20505220505228,45,M,1
20505229,20505220505229,45,M,1
20505230,20505220505230,45,M,1
20505231,20505220505231,45,M,1
20505232,20505220505232,45,M,1
20505233,20505220505233,45,M,1
20505234,20505220505234,45,M,1
20505235,20505220505235,45,M,1
20505236,20505220505236,45,M,1
20505237,20505220505237,75,M,2
20505238,20505220505238,45,M,1
20505239,20505220505239,45,F,1
20505240,20505220505240,75,F,2
20505241,20505220505241,29,F,1
20505242,20505220505242,35,M,6
20505243,20505220505243,5,F,5
20505244,20505220505244,65,M,1
20505245,20505220505245,61,F,6
20505246,BE10205052,31,F,1
21017401,BE10210174,43,F,1
21017402,BE10210174,13,M,5
21017403,BE10210174,15,M,5
21017404,21017421017404,38,F,1
21017405,21017421017405,21,F,6
21017406,21017421017406,21,F,1
21017407,21017421017407,21,F,6
21017408,21017421017408,20,F,1
21017409,21017421017409,4,M,5
21017410,21017421017410,6,M,5
21017411,21017421017411,5,F,5
21017412,21017421017412,5,M,5
21017413,21017421017413,25,F,1
21017414,21017421017414,9,M,5
21017415,21017421017415,9,M,5
21017416,21017421017416,9,M,5
21017417,21017421017417,9,M,5
21017418,21017421017418,9,M,5
21017419,21017421017419,9,M,5
21017420,21017421017420,9,F,5
21017421,21017421017421,9,F,5
21017422,21017421017422,9,M,5
21017423,21017421017423,36,F,1
21017424,21017421017424,47,M,1
21017425,21017421017425,9,F,5
21017426,21017421017426,9,M,5
21017427,21017421017427,9,M,5
21017428,21017421017428,9,F,5
21017429,21017421017429,9,F,5
21017430,21017421017430,9,F,5
21017431,21017421017431,6,M,5
21017432,21017421017432,7,F,5
21017433,21017421017433,48,F,1
21017434,21017421017434,22,M,1
21017435,21017421017435,9,M,5
21017436,21017421017436,9,M,5
21017437,21017421017437,9,M,5
21017438,21017421017438,9,M,5
21017439,21017421017439,9,M,5
21017440,21017421017440,9,M,5
21017441,21017421017441,9,M,5
21017442,21017421017442,9,M,5
21017443,21017421017443,9,M,5
21017444,21017421017444,9,M,5
21017445,21017421017445,11,M,5
21017446,BE10210174,44,M,1
21017447,21017421017447,43,M,1
21017448,21017421017448,10,M,5
21354401,BE10213544,54,F,6
21354402,BE10213544,54,F,1
21354403,BE10213544,54,F,1
21354404,21354421354404,27,F,1
21354405,BE10213544,54,F,6
21354406,21354421354406,18,M,5
21354407,21354421354407,37,F,1
21354408,21354421354408,51,M,6
21354409,21354421354409,39,F,1
21354410,21354421354410,58,F,6
21354411,21354421354411,56,F,1
21354412,21354421354412,72,M,2
21566501,BE10215665,66,F,1
21566502,21566521566502,40,F,1
21566503,21566521566503,30,F,1
21566504,21566521566504,28,F,1
21566505,21566521566505,50,F,1
21566506,21566521566506,45,F,1
21566507,21566521566507,40,F,1
21566508,21566521566508,60,M,1
21566509,21566521566509,55,M,1
21566510,BE10215665,48,F,1
21566511,21566521566511,69,M,6
21566512,21566521566512,72,F,2
21566513,21566521566513,75,M,2
21566514,21566521566514,24,F,1
21566515,21566521566515,19,M,5
21566516,BE10215665,50,M,6
21566517,BE10215665,24,F,6
21566518,BE10215665,48,F,1
21566519,BE10215665,25,M,1
21566520,BE10215665,50,M,1
21566521,BE10215665,27,F,1
21625001,BE10216250,41,M,1
21625002,BE10216250,9,F,5
21625003,BE10216250,6,M,5
21625004,21625021625004,57,F,1
21625005,21625021625005,25,M,6
21625006,21625021625006,39,F,1
21625007,21625021625007,9,F,5
21625008,21625021625008,6,M,5
21625009,21625021625009,35,F,1
21625010,21625021625010,32,F,1
21662201,21662221662201,52,M,1
21662202,21662221662202,45,F,1
21662203,21662221662203,50,F,1
21662204,21662221662204,47,F,1
21662205,21662221662205,42,F,1
21662206,21662221662206,42,F,1
21662207,21662221662207,47,F,1
21662208,21662221662208,60,F,6
21662209,21662221662209,62,F,6
21662210,21662221662210,62,F,6
21662211,21662221662211,60,F,6
21662212,21662221662212,62,M,6
21662213,21662221662213,50,F,1
21662214,21662221662214,48,F,1
21662215,21662221662215,45,F,1
21662216,21662221662216,-1,M,6
21662217,21662221662217,-1,F,6
21662218,21662221662218,42,F,1
21662219,21662221662219,-1,M,6
21662220,21662221662220,-1,M,6
21662221,21662221662221,-1,M,6
21662222,21662221662222,88,M,2
21662223,21662221662223,-1,M,6
21662224,21662221662224,41,M,1
21662225,21662221662225,22,M,6
21662226,21662221662226,49,M,1
21662227,21662221662227,-1,F,6
21662228,21662221662228,12,M,5
21662229,21662221662229,13,F,5
21662230,21662221662230,16,M,5
21662231,21662221662231,41,F,1
21662232,21662221662232,15,F,5
21662233,21662221662233,-1,M,6
21662234,21662221662234,-1,M,6
21662235,21662221662235,-1,F,6
21662236,21662221662236,-1,M,6
21662237,21662221662237,55,M,1
21662238,21662221662238,-1,M,6
21662239,21662221662239,-1,F,6
21662240,21662221662240,-1,M,6
21662241,21662221662241,-1,F,6
21662242,21662221662242,-1,F,6
21662243,21662221662243,-1,M,6
21662244,21662221662244,20,F,1
21662245,21662221662245,35,F,1
21662246,21662221662246,-1,M,6
21662247,21662221662247,-1,F,6
21662248,21662221662248,43,M,1
21662249,21662221662249,22,F,1
21662250,21662221662250,21,M,1
21662251,21662221662251,-1,M,6
21662252,21662221662252,18,M,5
21662253,21662221662253,25,F,1
21662254,21662221662254,25,F,1
21662255,21662221662255,46,F,1
21662256,21662221662256,-1,F,6
21662257,21662221662257,18,F,5
21662258,21662221662258,41,M,1
21662259,21662221662259,-1,F,6
21662260,21662221662260,85,F,2
21662261,21662221662261,16,M,5
21662262,21662221662262,35,M,6
21662263,21662221662263,49,F,1
21662264,21662221662264,11,M,5
21662265,21662221662265,72,M,2
21662266,21662221662266,41,M,1
21662267,21662221662267,-1,F,6
21662268,21662221662268,53,F,1
21662269,21662221662269,3,M,5
21662270,21662221662270,-1,F,6
21662271,21662221662271,-1,F,6
21662272,21662221662272,12,F,5
21662273,21662221662273,19,M,5
21761201,BE10217612,59,M,6
21761202,21761221761202,52,F,1
21761203,21761221761203,22,F,6
21761204,BE10217612,18,F,5
21761205,21761221761205,21,M,1
21761206,21761221761206,57,F,1
21761207,21761221761207,47,F,6
21761208,21761221761208,85,M,2
21761209,21761221761209,40,F,1
21761210,21761221761210,9,M,5
21761211,21761221761211,11,M,5
21761212,21761221761212,54,M,1
21761213,21761221761213,72,M,2
21761214,21761221761214,77,F,2
21761215,21761221761215,52,F,1
21761216,21761221761216,62,M,6
21761217,21761221761217,62,F,6
21830701,BE10218307,36,F,1
21830702,BE10218307,35,M,6
21830703,BE10218307,6,M,5
21830704,21830721830704,34,M,1
21830705,21830721830705,30,F,1
21857501,BE10218575,42,M,1
21857502,BE10218575,42,F,1
21857503,BE10218575,39,F,6
21857504,BE10218575,46,F,1
21857505,BE10218575,71,M,2
21857506,BE10218575,56,F,1
21857507,BE10218575,8,M,5
21857508,BE10218575,15,F,5
21857509,BE10218575,18,F,5
21857510,BE10218575,7,F,5
21857511,BE10218575,9,M,5
21857512,BE10218575,39,F,1
21857513,BE10218575,45,M,1
21857514,21857521857514,19,F,5
21857515,21857521857515,22,F,1
21857516,21857521857516,43,M,1
21857517,21857521857517,36,F,1
21857518,21857521857518,12,M,5
21857519,21857521857519,40,F,1
22158201,22158222158201,55,M,1
22158202,22158222158202,53,F,1
22158203,22158222158203,80,M,2
22158204,BE10221582,64,F,6
22288901,22288922288901,47,M,1
22288902,22288922288902,42,F,1
22288903,22288922288903,47,M,1
22288904,22288922288904,32,M,1
22288905,22288922288905,10,F,5
22288906,22288922288906,34,M,1
22288907,22288922288907,-1,M,6
22288908,22288922288908,19,F,5
22288909,22288922288909,46,M,1
22288910,22288922288910,19,F,5
22288911,22288922288911,-1,M,6
22288912,22288922288912,7,F,5
22288913,22288922288913,-1,M,6
22288914,22288922288914,55,F,1
22288915,22288922288915,-1,M,6
22288916,22288922288916,43,M,1
22288917,22288922288917,-1,M,6
22288918,22288922288918,-1,M,6
22288919,22288922288919,60,F,6
22288920,22288922288920,62,M,1
22288921,22288922288921,-1,F,6
22288922,22288922288922,29,M,1
22288923,22288922288923,37,F,1
22288924,22288922288924,-1,M,6
22288925,22288922288925,28,M,1
22288926,22288922288926,5,M,5
22288927,22288922288927,20,F,1
22288928,22288922288928,50,F,6
22288929,22288922288929,55,M,1
22382501,BE10223825,62,M,6
22382502,22382522382502,45,F,1
22382503,22382522382503,29,F,6
22382504,22382522382504,48,M,1
22382505,22382522382505,23,F,1
22382506,22382522382506,42,F,1
22382507,22382522382507,26,F,1
22382508,22382522382508,33,F,1
22382509,22382522382509,29,F,6
22382510,22382522382510,23,F,1
22382511,22382522382511,43,M,1
22382512,22382522382512,63,M,6
22382513,22382522382513,32,M,1
22382514,22382522382514,32,F,1
22382515,22382522382515,33,M,1
22382516,22382522382516,40,M,6
22382517,22382522382517,26,F,6
22382518,22382522382518,47,M,1
22382519,22382522382519,27,M,1
22566401,BE10225664,26,F,1
22566402,22566422566402,37,F,1
22566403,22566422566403,37,M,1
22566404,22566422566404,42,F,6
22566405,22566422566405,42,M,1
22566406,22566422566406,47,F,1
22566407,22566422566407,15,M,5
22566408,22566422566408,42,F,6
22566409,22566422566409,42,M,1
22566410,22566422566410,52,M,1
22566411,22566422566411,52,M,1
22566412,22566422566412,36,M,1
22566413,22566422566413,28,M,1
22566414,22566422566414,29,M,1
22566415,22566422566415,28,M,1
22566416,22566422566416,26,M,6
22566417,22566422566417,70,M,2
22566418,22566422566418,47,M,1
22566419,22566422566419,-1,F,6
22566420,22566422566420,13,M,5
22566421,22566422566421,73,F,2
22566422,22566422566422,20,F,1
22566423,22566422566423,-1,F,6
22566424,22566422566424,-1,M,6
22566425,22566422566425,-1,F,6
22566426,22566422566426,-1,M,6
22566427,22566422566427,-1,F,6
22566428,22566422566428,25,F,6
22566429,22566422566429,14,M,5
22566430,22566422566430,29,F,1
22566431,22566422566431,66,F,6
22566432,22566422566432,-1,F,6
22566433,22566422566433,-1,M,6
22566434,22566422566434,34,F,1
22566435,22566422566435,13,F,5
22566436,22566422566436,22,F,1
22566437,22566422566437,-1,F,6
22566438,22566422566438,-1,F,6
22566439,22566422566439,48,M,1
22566440,22566422566440,45,M,1
22566441,22566422566441,-1,M,6
22566442,22566422566442,-1,F,6
22566443,22566422566443,45,F,1
22566444,22566422566444,55,F,1
22566445,22566422566445,10,F,5
22566446,22566422566446,18,F,5
22566447,22566422566447,-1,F,6
22566448,22566422566448,-1,F,6
22566449,22566422566449,15,M,5
22566450,22566422566450,12,M,5
22566451,22566422566451,54,F,6
22566452,22566422566452,-1,M,6
22566453,22566422566453,39,M,1
22566454,22566422566454,-1,M,6
22566455,22566422566455,75,M,2
22566456,22566422566456,60,F,6
22566457,22566422566457,-1,M,6
22566458,22566422566458,44,F,1
22566459,22566422566459,-1,M,6
22566460,22566422566460,47,M,1
22566461,22566422566461,44,F,1
22566462,22566422566462,-1,F,6
22566463,22566422566463,66,F,6
22566464,22566422566464,-1,M,6
22566465,22566422566465,-1,F,6
22566466,22566422566466,-1,F,6
22566467,22566422566467,-1,F,6
22566468,22566422566468,-1,F,6
22566469,22566422566469,45,M,1
22566470,22566422566470,-1,M,6
22566471,22566422566471,-1,M,6
22566472,22566422566472,17,F,5
22566473,22566422566473,15,M,5
22566474,22566422566474,31,F,6
22566475,22566422566475,12,M,5
22566476,22566422566476,21,M,1
22566477,22566422566477,10,M,5
22566478,22566422566478,41,M,1
22566479,22566422566479,1,F,6
22566480,22566422566480,18,M,5
22566481,22566422566481,-1,M,6
22566482,22566422566482,17,F,5
22566483,22566422566483,-1,M,6
22566484,22566422566484,-1,M,6
22566485,22566422566485,-1,F,6
22566486,22566422566486,15,M,5
22776001,22776022776001,52,M,6
22776002,22776022776002,46,F,1
22776003,22776022776003,33,M,1
22776004,22776022776004,39,M,1
22776005,22776022776005,31,M,1
22776006,22776022776006,29,F,1
22776007,22776022776007,34,M,1
22776008,22776022776008,25,F,1
22776009,22776022776009,36,F,1
22776010,22776022776010,38,F,1
22776011,22776022776011,41,M,1
22776012,22776022776012,44,M,1
22776013,22776022776013,37,M,1
22776014,22776022776014,52,F,1
22776015,22776022776015,97,M,2
22776016,22776022776016,16,M,5
22776017,22776022776017,16,M,5
22776018,22776022776018,16,M,5
22776019,22776022776019,17,M,5
22776020,22776022776020,15,M,5
22776021,22776022776021,18,M,5
22776022,22776022776022,16,M,5
22776023,22776022776023,15,M,5
22776024,22776022776024,16,M,5
22776025,22776022776025,64,M,6
22776026,22776022776026,66,M,6
22776027,22776022776027,63,M,1
22776028,22776022776028,15,M,5
22776029,22776022776029,15,F,5
22776030,22776022776030,18,M,5
22776031,22776022776031,42,F,1
22776032,22776022776032,30,M,1
22776033,22776022776033,31,M,1
22776034,BE10227760,36,M,1
22776035,BE10227760,53,F,1
22776036,BE10227760,24,F,1
23163401,23163423163401,45,M,1
23163402,23163423163402,30,M,1
23163403,23163423163403,35,M,1
23163404,23163423163404,38,M,1
23163405,23163423163405,40,F,6
23163406,23163423163406,60,M,6
23163407,23163423163407,58,M,6
23163408,23163423163408,50,M,1
23163409,23163423163409,55,M,1
23163410,23163423163410,53,M,6
23163411,23163423163411,46,F,1
23163412,23163423163412,56,M,1
23163413,23163423163413,58,M,1
23163414,23163423163414,47,F,1
23609501,BE10236095,18,M,5
23609502,BE10236095,48,F,1
23609503,23609523609503,60,F,6
23609504,23609523609504,40,F,1
23609505,23609523609505,45,M,1
23609506,23609523609506,62,M,6
23609507,23609523609507,50,F,1
23609508,23609523609508,50,M,1
23609509,23609523609509,45,F,1
23609510,23609523609510,28,M,1
23725401,23725423725401,27,F,1
23725402,23725423725402,37,F,1
23725403,23725423725403,46,F,6
23725404,23725423725404,22,M,1
23725405,23725423725405,22,F,6
23725406,BE10237254,48,M,1
23725407,BE10237254,77,F,2
23725408,23725423725408,27,F,6
23725409,BE10237254,14,M,5
23725410,BE10237254,19,F,5
23725411,23725423725411,63,M,6
23725412,23725423725412,3,M,5
23725413,23725423725413,55,F,1
23725414,23725423725414,58,M,1
23725415,23725423725415,48,M,6
23725416,23725423725416,58,M,1
23725417,23725423725417,21,F,1
23725418,23725423725418,56,F,1
23725419,23725423725419,-1,F,6
23725420,23725423725420,20,M,1
23725421,23725423725421,8,M,5
23725422,23725423725422,28,M,1
23725423,23725423725423,2,F,6
23725424,23725423725424,-1,F,6
23725425,23725423725425,52,F,6
23725426,23725423725426,-1,F,6
23725427,23725423725427,44,M,1
23725428,23725423725428,44,F,1
23725429,23725423725429,-1,M,6
23725430,23725423725430,15,M,5
23725431,23725423725431,41,F,1
23725432,23725423725432,39,M,1
23725433,23725423725433,9,M,5
23725434,23725423725434,14,M,5
23725435,23725423725435,39,M,1
23725436,23725423725436,30,M,1
23725437,23725423725437,18,F,5
23725438,23725423725438,27,M,1
23725439,23725423725439,-1,M,6
23725440,23725423725440,-1,M,6
23725441,23725423725441,-1,M,6
23807001,BE10238070,28,F,1
23807002,BE10238070,26,F,1
23807003,23807023807003,32,M,1
23807004,23807023807004,32,M,1
23807005,23807023807005,32,F,6
23807006,23807023807006,27,F,1
23807007,23807023807007,57,M,6
23807008,23807023807008,42,M,1
23807009,23807023807009,32,F,1
23807010,23807023807010,37,F,1
23807011,23807023807011,26,F,6
23807012,23807023807012,26,M,1
23807013,23807023807013,26,M,1
23807014,23807023807014,27,F,1
23807015,23807023807015,42,M,1
23807016,23807023807016,27,F,6
23807017,23807023807017,27,F,1
23807018,23807023807018,5,M,5
23807019,23807023807019,42,F,1
23807020,23807023807020,36,F,6
23807021,23807023807021,41,M,1
23807022,23807023807022,33,F,1
23807023,23807023807023,26,M,1
23807024,23807023807024,34,M,1
23807025,23807023807025,27,M,1
23807026,23807023807026,23,M,1
23807027,23807023807027,24,F,6
23807028,23807023807028,28,M,1
23807029,23807023807029,25,F,1
23807030,23807023807030,23,M,1
23807031,23807023807031,27,F,6
23807032,23807023807032,27,F,1
23807033,23807023807033,27,M,1
23807034,23807023807034,27,M,1
23807035,23807023807035,27,M,1
23807036,23807023807036,28,M,1
23807037,23807023807037,27,F,1
23807038,23807023807038,22,M,1
23807039,23807023807039,22,M,6
23807040,23807023807040,22,F,1
23807041,23807023807041,22,M,1
23807042,23807023807042,27,F,6
23807043,23807023807043,27,F,1
23918301,23918323918301,62,F,1
23918302,23918323918302,62,F,6
23918303,23918323918303,77,F,2
23918304,23918323918304,77,F,2
23918305,23918323918305,66,F,6
23918306,23918323918306,37,F,1
23918307,23918323918307,52,F,1
23918308,23918323918308,26,M,1
23918309,23918323918309,26,F,1
23918310,BE10239183,28,F,1
23918311,23918323918311,19,F,5
23937401,BE10239374,44,M,1
23937402,BE10239374,36,F,6
23937403,BE10239374,2,M,6
23937404,BE10239374,69,F,6
23937405,23937423937405,62,F,6
24177801,BE10241778,3,F,5
24177802,BE10241778,5,F,5
24177803,BE10241778,32,M,1
24177804,24177824177804,56,F,6
24177805,24177824177805,28,F,1
24177806,24177824177806,-1,M,6
24177807,24177824177807,22,M,6
24177808,24177824177808,13,M,5
24177809,24177824177809,19,F,5
24177810,24177824177810,32,F,1
24177811,24177824177811,-1,M,6
24177812,24177824177812,52,M,1
24177813,24177824177813,40,M,1
24177814,24177824177814,-1,F,6
24177815,24177824177815,-1,F,6
24177816,24177824177816,19,F,5
24177817,24177824177817,-1,F,6
24177818,24177824177818,-1,M,6
24177819,24177824177819,-1,M,6
24177820,24177824177820,8,F,5
24177821,24177824177821,34,M,1
24177822,24177824177822,55,F,1
24177823,24177824177823,41,M,1
24177824,24177824177824,19,F,5
24177825,24177824177825,-1,F,6
24177826,24177824177826,-1,F,6
24177827,24177824177827,-1,F,6
24177828,24177824177828,8,M,5
24177829,24177824177829,-1,M,6
24177830,24177824177830,-1,M,6
24177831,24177824177831,-1,F,6
24177832,24177824177832,39,F,1
24177833,24177824177833,-1,M,6
24177834,24177824177834,16,M,5
24177835,24177824177835,18,F,5
24177836,24177824177836,-1,F,6
24177837,24177824177837,50,M,6
24177838,24177824177838,-1,F,6
24177839,24177824177839,-1,F,6
24177840,24177824177840,34,M,1
24177841,24177824177841,48,M,1
24177842,24177824177842,50,M,1
24177843,24177824177843,30,M,1
24177844,24177824177844,70,M,2
24177845,24177824177845,26,F,1
24177846,24177824177846,45,F,1
24177847,24177824177847,33,M,1
24177848,24177824177848,-1,M,6
24177849,24177824177849,-1,F,6
24177850,24177824177850,-1,M,6
24177851,24177824177851,-1,F,6
24177852,24177824177852,-1,F,6
24177853,24177824177853,52,M,6
24177854,24177824177854,-1,M,6
24177855,24177824177855,12,M,5
24177856,24177824177856,26,M,1
24177857,24177824177857,15,M,5
24177858,24177824177858,53,M,1
24177859,24177824177859,35,F,1
24177860,24177824177860,42,M,6
24177861,24177824177861,-1,F,6
24177862,24177824177862,-1,F,6
24177863,24177824177863,10,F,5
24177864,24177824177864,36,F,1
24177865,24177824177865,17,F,5
24177866,24177824177866,25,F,1
24177867,24177824177867,-1,M,6
24177868,24177824177868,-1,F,6
24177869,24177824177869,9,M,5
24177870,24177824177870,-1,F,6
24177871,24177824177871,3,M,5
24177872,24177824177872,47,M,1
24177873,24177824177873,-1,F,6
24177874,24177824177874,30,F,1
24177875,24177824177875,40,M,1
24336901,BE10243369,70,F,2
24336902,24336924336902,35,F,1
24430301,BE10244303,44,M,1
24430302,BE10244303,10,F,5
24430303,BE10244303,13,M,5
24430304,24430324430304,38,F,1
24430305,24430324430305,32,F,1
24430306,24430324430306,32,F,1
24430307,24430324430307,35,F,6
24430308,24430324430308,25,F,1
24430309,24430324430309,62,F,6
24470601,24470624470601,60,M,6
24470602,24470624470602,2,F,6
24470603,24470624470603,60,F,6
24470604,24470624470604,22,F,6
24470605,24470624470605,28,M,1
24470606,24470624470606,19,F,5
24470607,24470624470607,24,F,6
24470608,24470624470608,56,M,6
24470609,24470624470609,55,F,1
24470610,24470624470610,50,M,1
24470611,24470624470611,50,F,1
24470612,24470624470612,48,M,1
24470613,24470624470613,52,F,6
24470614,24470624470614,54,M,1
24982101,BE10249821,37,M,6
24982102,24982124982102,42,M,1
24982103,24982124982103,23,F,1
24982104,24982124982104,31,F,1
24982105,24982124982105,54,F,1
24982106,24982124982106,59,F,1
24982107,24982124982107,24,F,1
24982108,24982124982108,42,F,1
24982109,24982124982109,51,M,1
24982110,24982124982110,45,M,1
24982111,BE10249821,45,F,1
24982112,24982124982112,37,M,6
24982113,24982124982113,21,F,1
24982114,24982124982114,27,F,6
24982115,24982124982115,29,M,6
24982116,24982124982116,34,F,1
24982117,24982124982117,13,M,5
24982118,24982124982118,26,F,1
24982119,24982124982119,19,F,5
24982120,24982124982120,22,F,1
24982121,24982124982121,32,F,1
24982122,24982124982122,31,F,1
24982123,24982124982123,32,F,1
24982124,24982124982124,32,M,6
24982125,24982124982125,31,F,1
24982126,24982124982126,52,M,1
24982127,24982124982127,47,M,1
24982128,24982124982128,22,M,6
24982129,24982124982129,22,M,6
