part_id,part_age,part_gender,part_occupation
6158928,2,M,6
6159040,7,F,5
6163839,34,F,1
6192757,43,M,1
6193419,41,F,1
6199813,29,F,1
6234373,23,F,1
6279604,25,M,1
6279626,44,F,1
6283488,19,M,5
6284017,59,F,3
6284990,72,M,2
6285265,60,M,1
6285840,7,M,5
6292826,29,F,1
6299603,44,F,1
6304415,2,F,5
6306251,41,F,1
6335540,17,F,5
6338578,53,F,6
6358395,23,F,1
6366653,9,M,5
6438468,24,F,1
6438620,40,F,1
6439809,75,M,2
6465951,10,M,5
6489487,12,F,5
6492336,64,F,3
6592267,29,M,1
6592486,53,F,1
6592504,47,F,1
6632546,43,M,1
6642915,43,M,1
6695171,67,M,2
6704736,89,M,2
6731743,63,F,1
6734505,63,M,2
6752318,36,M,1
6759309,69,F,3
6760513,26,M,1
6761279,46,F,1
6796492,8,F,5
6796651,68,F,2
6818092,48,F,1
6818542,57,F,1
6818740,58,F,2
6820378,25,F,1
6840799,61,M,2
6862280,39,F,3
6864569,11,M,5
6901629,21,F,5
6908246,45,F,6
6965578,32,M,1
6965675,19,M,5
6965873,61,M,1
6966340,30,F,1
6966410,68,F,2
6966829,22,F,4
7015799,30,M,1
7032876,70,M,2
7067882,86,F,3
7069067,40,M,1
7070376,33,M,1
7087305,34,M,1
7161366,59,M,1
7161837,87,M,2
7161896,49,M,1
7183937,1,M,6
7191206,10,M,5
7245447,79,F,3
7265939,49,F,1
7294229,14,F,5
7294292,60,F,4
7294380,17,F,5
7294812,64,M,2
7338997,58,F,3
7351294,53,M,1
7352355,85,M,2
7420251,66,M,2
7421430,70,M,2
7422038,62,M,2
7422588,22,F,NA
7489794,57,F,1
7491448,4,F,5
7532256,90,F,2
7565179,62,F,2
7623665,77,F,2
7624182,46,M,1
7624687,9,F,5
7625188,29,M,1
7680740,40,F,1
7722616,52,M,1
7724618,77,M,2
7736599,27,F,1
7736875,51,F,1
7811854,48,M,1
7843888,59,F,2
7844540,38,F,3
7845418,53,M,1
7845855,10,M,5
7846067,4,F,5
7846749,49,F,1
7898389,66,M,2
7922980,71,M,2
7923490,43,F,1
7950413,41,F,1
7951027,34,F,1
8016595,45,F,6
8017619,67,M,2
8018367,74,M,2
8044326,48,M,1
8044770,73,F,3
8055198,13,M,5
8055377,37,M,1
8055428,67,F,3
8055767,66,M,2
8077522,87,M,2
8102468,53,F,1
8103174,13,F,5
8160008,59,F,4
8161120,37,M,1
8181000,69,F,2
8208974,61,M,1
8209562,5,F,5
8229997,22,F,1
8298677,14,F,5
8299893,57,M,1
8315709,82,F,2
8316414,33,M,1
8317397,18,F,5
8346602,37,M,1
8400205,55,F,1
8402063,49,M,1
8403256,79,F,2
8440613,47,M,1
8449475,61,M,2
8461091,63,F,3
8488612,93,F,3
8489113,18,F,5
8515431,42,M,1
8515660,54,M,6
8515733,0,F,3
8516512,63,F,2
8542093,20,M,5
8543604,44,M,1
8568368,74,M,2
8569137,43,M,1
8570522,43,F,1
8575565,53,F,3
8608814,46,F,1
8609779,27,F,1
8610401,61,F,2
8635606,17,M,5
8635828,62,F,3
8693882,46,M,1
8695231,49,F,1
8701228,71,M,2
8719788,34,F,4
8755421,70,M,2
8760984,97,M,2
8784121,23,M,1
8828139,60,M,4
8828186,45,F,1
8829693,62,F,2
8829858,61,M,2
8830723,49,F,1
8831475,25,F,1
8831514,39,F,1
8882803,37,M,1
8883438,80,F,3
8884116,47,M,1
8969813,80,M,2
8970490,28,M,1
8998075,31,F,3
9055226,53,M,6
9069607,29,F,1
9176171,73,F,2
9176977,59,M,1
9177362,75,M,2
9210969,1,F,6
9270598,71,F,2
9271558,76,F,2
9281646,22,F,5
9300060,57,M,NA
9300424,32,F,1
9300840,12,F,5
9301862,46,F,1
9325991,50,F,1
9328991,47,M,1
9352387,30,M,1
9396997,9,F,5
9414513,46,F,1
9414738,17,M,5
9446511,58,F,1
9481488,63,M,1
9482381,22,F,1
9482541,11,M,5
9488081,20,F,5
9516633,66,F,3
9570992,51,F,1
9610469,41,F,1
9654280,72,F,3
9657132,4,M,5
9657217,15,F,5
9697796,66,F,2
9699696,54,F,3
9700344,53,F,6
9751232,63,M,1
9761715,74,M,2
9762717,57,F,4
9763344,60,F,2
9764887,78,M,2
9779176,98,M,2
9781711,65,F,3
9810627,16,F,5
9810969,16,M,5
9811032,57,F,3
9827133,46,F,1
9827649,23,F,5
9829555,42,F,1
9829873,41,F,1
9859541,85,M,2
9902808,55,F,6
9904052,72,M,2
9904803,63,M,2
9905062,81,F,2
9905475,35,F,1
9935617,39,F,1
9947755,59,F,1
10000749,90,F,3
10000756,95,F,2
10000771,91,F,2
10000801,99,F,2
10000802,87,M,2
10000897,85,F,3
10000967,80,F,2
10001019,97,F,3
10001030,93,M,2
10001071,81,F,2
10001143,92,F,2
10001148,99,F,3
10001166,98,F,2
10001183,93,M,2
10001195,88,M,2
10001197,94,F,3
10001212,97,M,2
10001223,79,M,2
10001240,99,F,3
10001253,89,M,2
10001283,98,M,2
10001366,98,F,2
10001386,90,F,3
10001413,97,M,2
10001426,98,F,3
10001440,94,M,2
10001451,88,M,2
10001473,87,M,2
10001479,31,F,1
10001512,3,F,5
10001585,7,F,5
10001637,28,M,1
10001703,37,M,1
10001846,0,M,3
10001889,3,M,5
10001922,30,F,1
10001951,1,M,6
10001979,7,M,5
10001982,0,M,3
10001986,7,M,5
10002008,4,F,5
10002026,6,F,5
10002036,2,F,5
10002038,36,F,1
10002074,8,F,5
10002095,40,M,1
10002144,4,M,5
10002180,6,F,5
10002185,5,M,5
10002190,4,F,5
10002198,6,M,5
10002199,31,M,1
10002201,5,F,5
10002209,31,M,1
10002225,36,M,1
10002236,35,M,1
10002240,35,F,1
10002353,29,F,1
10002406,5,M,5
10002407,36,M,1
10002477,36,M,1
10002484,36,F,1
10002494,33,M,1
10002507,33,M,1
10002522,28,M,5
10002528,2,M,6
10002534,1,F,6
10002546,37,M,1
10002551,37,F,1
10002563,37,F,3
10002566,11,M,5
10002584,1,M,6
10002593,32,M,4
10002596,1,F,3
10002616,32,F,1
10002732,31,M,1
10002788,4,M,5
10002816,25,F,1
10002833,34,M,1
10002841,3,F,5
10002864,37,M,1
10002867,33,M,1
10002877,2,M,6
10002880,3,M,5
10002934,31,F,1
10002937,0,M,6
10002946,4,M,5
10002984,32,F,6
10003022,1,M,6
10003047,7,M,5
10003058,31,M,1
10003066,75,F,2
10003146,6,F,5
10003185,4,M,5
