id,num_contact,age,occupation
602,32,35,5
603,6,85,3
604,11,39,1
605,28,16,5
606,20,36,1
607,31,7,5
608,10,39,1
609,34,39,1
610,15,51,1
611,7,66,3
612,15,58,1
613,14,48,1
614,14,61,1
615,18,38,1
616,25,8,5
617,34,20,5
618,10,36,1
619,29,12,5
620,9,72,3
621,8,58,1
622,28,47,1
623,16,37,1
624,4,84,3
625,8,31,1
626,3,84,3
627,11,47,1
628,15,44,1
629,31,20,5
630,13,19,1
631,15,40,1
632,15,31,1
633,21,47,1
634,41,26,1
635,33,45,1
636,19,40,1
637,22,34,1
638,9,40,1
639,34,17,5
640,14,49,1
641,36,53,1
642,26,8,5
643,6,67,3
644,32,8,5
645,26,18,5
646,3,64,3
647,4,65,3
648,9,25,3
649,3,2,3
650,9,34,1
651,23,2,5
652,3,90,3
653,33,4,5
654,25,29,1
655,12,61,1
656,29,3,5
657,27,12,5
658,39,9,5
659,4,71,3
660,30,8,5
661,4,65,3
662,10,42,1
663,2,64,3
664,14,29,1
665,16,44,1
666,33,49,1
667,28,34,1
668,8,0,3
669,5,49,3
670,35,44,1
671,7,0,3
672,19,45,1
673,31,17,5
674,7,40,1
675,27,10,5
676,14,53,1
677,27,28,1
678,10,38,1
679,31,10,5
680,10,54,1
681,34,15,5
682,18,49,1
683,1,41,3
684,39,19,5
685,6,92,3
686,31,5,5
687,25,6,5
688,15,49,1
689,31,3,5
690,8,38,3
691,30,17,5
692,15,46,1
693,5,0,3
694,11,42,1
695,1,51,3
696,2,73,3
697,22,11,5
698,14,39,1
699,6,0,3
700,3,1,3
701,24,23,1
702,29,6,5
703,32,15,5
704,33,15,5
705,28,11,5
706,37,7,5
707,26,30,1
708,27,9,5
709,6,54,3
710,15,49,1
711,3,71,3
712,26,7,5
713,21,46,1
714,31,30,1
715,2,0,3
716,17,28,1
717,10,43,1
718,22,42,1
719,29,24,5
720,6,61,3
721,3,64,3
722,13,46,1
723,17,31,1
724,2,70,3
725,14,51,1
726,13,43,1
727,15,35,1
728,10,28,1
729,18,49,1
730,11,32,1
731,14,47,1
732,11,28,1
733,23,41,1
734,10,50,1
735,8,26,1
736,25,16,5
737,11,47,1
738,5,70,3
739,18,34,1
740,19,49,1
741,5,58,3
742,3,0,3
743,34,43,1
744,11,26,1
745,7,63,3
746,28,26,1
747,10,44,1
748,24,8,5
749,14,51,1
750,33,51,1
751,5,65,3
752,19,24,1
753,9,41,1
754,14,53,1
755,1,77,3
756,9,37,1
757,23,53,1
758,4,0,3
759,35,2,5
760,40,49,1
761,24,2,5
762,14,46,1
763,8,31,3
764,10,34,1
765,8,49,1
766,16,39,1
767,14,33,1
768,2,62,3
769,4,0,3
770,29,3,5
771,9,37,1
772,9,25,1
773,28,46,1
774,8,1,3
775,18,36,1
776,43,21,5
777,8,47,1
778,7,33,3
779,28,34,1
780,3,64,3
781,19,35,1
782,8,47,1
783,32,7,5
784,4,84,3
785,30,35,1
786,31,23,5
787,10,53,1
788,1,77,3
789,28,30,1
790,6,73,3
791,20,23,5
792,0,42,3
793,37,33,1
794,15,36,1
795,16,29,1
796,24,7,5
797,2,1,3
798,8,40,1
799,14,33,1
800,29,14,5
801,12,48,1
802,14,42,1
803,8,63,3
804,25,16,5
805,16,41,1
806,5,68,3
807,8,0,3
808,9,35,1
809,21,42,1
810,23,41,1
811,5,87,3
812,36,18,5
813,3,78,3
814,32,3,5
815,16,30,1
816,9,43,1
817,7,1,3
818,42,7,5
819,30,46,1
820,32,5,5
821,7,27,1
822,28,5,5
823,8,85,3
824,5,64,3
825,5,84,3
826,10,47,1
827,4,2,3
828,0,1,3
829,33,7,5
830,42,11,5
831,31,20,5
832,2,41,3
833,40,13,5
834,2,39,3
835,10,37,1
836,26,43,1
837,6,74,3
838,7,31,1
839,35,51,1
840,8,38,1
841,16,54,1
842,17,40,1
843,3,40,3
844,31,6,5
845,13,58,1
846,5,2,3
847,28,3,5
848,11,0,3
849,25,16,5
850,4,54,3
851,6,25,3
852,2,0,3
853,13,28,1
854,11,30,1
855,11,27,1
856,37,5,5
857,39,10,5
858,10,83,3
859,2,64,3
860,9,34,1
861,5,62,3
862,3,67,3
863,6,81,3
864,10,36,1
865,7,43,1
866,35,43,1
867,8,26,1
868,35,27,1
869,24,7,5
870,12,39,1
871,14,38,1
872,2,1,3
873,18,35,1
874,29,6,5
875,3,0,3
876,4,1,3
877,37,3,5
878,25,8,5
879,29,24,1
880,3,72,3
881,12,23,1
882,5,66,1
883,3,83,3
884,10,35,1
885,14,23,1
886,10,25,1
887,1,60,3
888,31,18,5
889,32,4,5
890,4,56,1
891,28,7,5
892,27,26,1
893,16,26,1
894,13,45,1
895,16,33,1
896,4,75,3
897,19,31,1
898,14,23,1
899,34,46,1
900,2,69,3
901,2,1,3
902,34,0,5
903,6,2,3
904,21,9,5
905,7,71,3
906,15,40,1
907,10,53,1
908,11,46,1
909,6,37,1
910,10,30,1
911,16,49,1
912,3,26,3
913,30,3,5
914,13,38,1
915,9,27,1
916,15,51,1
917,19,28,1
918,16,31,1
919,27,9,5
920,25,8,5
921,28,9,5
922,21,25,1
923,32,27,1
924,17,44,1
925,7,17,3
926,26,44,1
927,24,38,1
928,10,25,1
929,31,40,1
930,7,64,3
931,30,4,5
932,12,37,1
933,5,0,3
934,28,5,5
935,14,34,1
936,5,25,3
937,11,31,1
938,18,30,1
939,27,6,5
940,13,41,1
941,14,25,1
942,11,48,1
943,28,4,5
944,3,1,3
945,10,43,1
946,19,37,1
947,7,48,1
948,11,39,1
949,12,63,1
950,9,61,1
951,29,3,5
952,12,37,1
954,13,64,1
955,30,18,5
956,14,53,1
957,3,70,3
958,15,41,1
959,21,42,1
960,5,65,3
961,36,30,1
962,9,76,3
963,8,59,3
964,35,5,5
965,3,69,3
966,28,57,1
967,14,40,1
968,23,6,5
969,30,11,5
970,1,80,3
971,0,67,3
972,4,61,3
973,6,61,3
974,13,53,1
975,7,72,1
976,4,67,3
977,8,42,1
978,10,70,3
979,35,14,5
980,9,57,1
981,14,52,1
982,8,85,3
983,10,74,1
984,1,65,3
985,25,12,5
986,5,65,3
987,23,54,1
988,33,12,5
989,7,75,3
990,24,45,1
991,30,35,1
992,14,40,1
993,5,31,1
994,17,30,1
995,25,7,5
996,6,64,3
997,3,74,3
998,4,79,3
999,17,29,1
1000,27,19,5
1001,7,87,3
1002,37,22,1
1003,1,2,3
1004,6,75,3
1005,9,75,3
1006,36,13,5
1007,8,41,1
1008,2,65,3
1009,8,36,1
1010,4,70,3
1011,25,34,1
1012,34,6,5
1013,0,73,3
1014,3,85,3
1015,10,61,1
1016,24,15,5
1017,10,54,1
1018,11,29,1
1019,6,51,3
1020,15,56,1
1021,4,52,3
1022,16,31,1
1023,13,42,1
1024,18,61,1
1025,9,48,1
1026,29,43,1
1027,18,59,1
1028,7,71,3
1029,4,74,3
1030,3,86,3
1031,28,17,5
1032,32,56,1
1033,6,75,3
1034,6,62,3
1035,25,9,5
1036,16,46,1
1037,25,8,5
1038,5,54,3
1039,12,46,1
1040,6,79,3
1041,0,72,3
1042,14,51,1
1043,2,65,3
1044,13,86,1
1045,5,62,3
1046,8,51,1
1047,12,46,1
1048,4,70,3
1049,15,55,1
1050,3,60,3
1051,3,65,3
1052,27,10,5
1053,31,28,1
1054,4,69,3
1055,28,4,5
1056,16,58,1
1057,0,88,3
1058,22,39,1
1059,15,25,1
1060,43,8,5
1061,14,2,3
1062,13,52,1
1063,25,38,1
1064,27,5,5
1065,17,41,1
1066,29,9,5
1067,10,28,1
1068,3,52,3
1069,4,89,3
1070,31,46,1
1071,33,29,1
1072,2,75,3
1073,28,52,1
1074,13,40,1
1075,2,79,3
1076,32,46,1
1077,17,60,1
1078,1,69,3
1079,27,34,1
1080,9,26,1
1081,13,35,1
1082,26,8,5
1083,27,28,1
1084,16,44,1
1085,33,8,5
1086,30,6,5
1087,4,84,3
1088,13,20,1
1089,19,7,5
1090,12,31,1
1091,5,25,1
1092,8,34,1
1093,15,26,1
1094,36,11,5
1095,8,58,3
1096,2,65,3
1097,11,61,3
1098,9,37,1
1099,30,9,5
1100,41,48,1
1101,21,28,1
1102,10,53,1
1103,29,73,1
1104,22,70,1
1105,6,52,3
1106,23,30,1
1107,37,35,1
1108,6,67,3
1109,8,67,3
1110,5,54,3
1111,12,48,1
1112,0,1,3
1113,6,74,3
1114,10,68,3
1115,3,62,3
1116,6,51,3
1117,5,82,3
1118,5,98,3
1119,28,32,1
1120,3,71,3
1121,3,77,3
1122,5,26,3
1123,10,51,1
1124,9,26,1
1125,15,28,1
1126,0,90,3
1127,15,30,1
1128,38,26,5
1129,4,76,3
1130,8,35,1
1131,15,56,1
1132,35,6,5
1133,12,46,1
1134,14,53,1
1135,33,44,1
1136,11,28,1
1137,10,36,1
1138,17,50,1
1139,14,42,1
1140,19,3,5
1141,2,54,3
1143,29,5,5
1144,23,35,1
1145,26,5,5
1146,28,55,1
1147,41,15,5
1148,25,47,1
1149,33,14,5
1150,7,59,3
1151,28,20,5
1152,4,66,3
1153,10,38,1
1154,6,57,3
1155,25,53,1
1156,11,32,1
1157,30,22,5
1158,26,43,1
1159,3,62,3
1160,8,73,3
1161,26,22,5
1162,8,46,1
1163,7,60,3
1164,36,4,5
1165,4,30,1
1166,17,46,1
1167,12,51,1
1168,4,24,3
1169,3,67,3
1170,8,69,3
1171,26,13,5
1172,10,52,1
1173,7,46,1
1174,15,44,1
1175,4,22,3
1176,9,80,3
1177,2,66,3
1178,20,38,1
1179,14,46,1
1180,20,38,1
1181,33,4,5
1182,27,10,5
1183,8,2,3
1184,10,38,3
1185,14,41,1
1186,14,51,1
1187,2,65,3
1188,4,1,3
1189,11,53,1
1190,7,66,3
1191,6,39,3
1192,5,78,3
1193,5,61,3
1194,7,81,3
1195,29,39,1
1196,35,55,1
1197,5,60,3
1198,11,33,1
1199,16,51,1
1200,25,15,5
1201,4,55,3
1202,37,32,1
1203,36,51,1
1204,6,71,3
1205,44,6,5
1206,18,30,1
1207,27,58,1
1208,6,26,1
1209,23,9,5
1210,10,56,1
1211,17,47,1
1212,2,76,3
1213,4,66,3
1214,3,76,3
1215,2,49,3
1216,36,22,5
1217,24,46,1
1218,12,34,1
1219,23,62,1
1220,3,69,3
1221,5,58,3
1222,15,59,1
1223,6,61,3
1224,34,20,5
1225,6,68,3
1226,10,51,1
1227,13,49,1
1228,15,25,1
1229,13,27,1
1230,12,43,1
1231,31,44,1
1232,8,48,1
1233,18,38,1
1234,14,44,1
1235,39,12,5
1236,15,45,1
1237,13,56,1
1238,23,28,1
1239,13,39,1
1240,4,24,1
1241,16,41,1
1242,9,1,3
1243,10,52,1
1244,15,50,1
1245,1,67,3
1246,12,45,1
1247,8,44,3
1248,24,58,1
1249,3,76,3
1250,9,42,1
1251,16,60,1
1252,34,38,1
1253,15,46,1
1254,11,47,1
1255,25,7,5
1256,6,2,3
1257,19,9,5
1258,35,4,5
1259,35,41,1
1260,29,9,5
1261,12,40,1
1262,18,31,1
1263,2,72,3
1264,9,78,3
1265,7,54,3
1266,9,54,1
1267,36,11,5
1268,5,35,1
1269,5,2,3
1270,21,5,5
1271,16,52,1
1272,10,31,1
1273,21,4,5
1274,1,86,3
1275,27,24,5
1276,7,33,3
1277,16,43,1
1278,2,50,3
1279,32,47,1
1280,32,48,1
1281,0,2,3
1282,28,15,5
1283,38,52,1
1284,6,49,3
1285,7,48,1
1286,28,4,5
1287,16,37,1
1288,17,42,1
1289,3,53,3
1290,25,13,5
1291,26,6,5
1292,8,44,1
1293,30,4,5
1294,26,21,1
1295,31,5,5
1296,8,27,1
1297,16,52,1
1298,42,52,1
1299,17,32,1
1300,32,19,5
1301,14,42,1
1302,25,3,5
1303,32,39,1
1304,32,18,5
1305,22,42,1
1306,33,10,5
1307,30,24,1
1308,5,66,3
1309,29,45,1
1310,17,31,1
1311,22,30,1
1312,7,27,1
1313,10,42,1
1315,19,24,1
1316,7,52,1
1317,4,64,3
1318,13,35,1
1319,3,39,3
1320,8,35,1
1321,26,9,5
1322,12,50,1
1323,10,57,1
1324,32,3,5
1325,12,25,1
1326,15,49,1
1327,9,28,1
1328,15,33,1
1329,11,39,1
1330,0,54,3
1331,3,65,3
1332,11,55,1
1333,11,49,1
1334,40,13,5
1335,17,32,1
1336,23,21,5
1337,23,24,1
1338,1,62,3
1339,16,38,1
1340,4,74,3
1341,22,2,5
1342,30,31,1
1343,24,3,5
1344,42,52,1
1345,14,25,1
1346,8,70,3
1347,13,29,1
1348,17,46,1
1349,6,1,3
1350,18,47,1
1351,23,50,1
1352,15,56,1
1353,10,39,1
1354,25,20,5
1355,27,37,1
1356,8,40,1
1357,6,91,3
1358,8,38,1
1359,16,29,1
1360,8,43,1
1361,20,34,1
1362,15,48,1
1363,15,28,1
1364,0,72,3
1366,11,58,1
1367,5,78,3
1368,11,42,1
1369,16,48,1
1370,26,48,1
1371,11,45,1
1372,42,6,5
1373,4,67,3
1374,16,55,1
1375,7,50,3
1376,33,8,5
1377,7,89,3
1378,22,3,5
1379,27,7,5
1380,7,44,3
1381,19,44,1
1382,17,42,1
1383,14,35,1
1384,13,34,1
1385,12,79,1
1386,15,50,1
1387,39,16,5
1388,35,12,5
1389,10,53,1
1390,2,1,3
1391,30,13,5
1392,30,13,5
1393,19,39,1
1394,5,63,3
1395,14,44,1
1396,34,5,5
1397,28,28,1
1398,14,32,1
1399,31,48,1
1400,8,58,1
1401,37,5,5
1402,33,16,5
1403,2,0,3
1404,4,0,3
1405,20,40,1
1406,28,26,1
1407,30,10,5
1408,4,62,3
1409,0,64,3
1410,7,62,3
1411,25,27,1
1412,8,1,3
1413,10,52,1
1414,37,48,1
1415,11,29,1
1416,7,72,3
1417,22,27,1
1418,9,25,1
1419,4,39,3
1420,4,35,1
1421,18,48,1
1422,5,54,3
1423,22,21,5
1424,38,7,5
1425,13,48,1
1426,2,58,3
1427,8,27,1
1428,24,47,1
1429,8,45,1
1430,12,43,1
1431,32,6,5
1432,11,34,1
1433,12,50,1
1434,20,28,1
1435,8,35,1
1436,4,2,3
1437,36,7,5
1438,30,34,1
1439,13,43,1
1440,13,41,1
1441,18,29,1
1442,13,23,1
1443,8,25,1
1444,36,44,1
1445,29,19,5
1446,5,59,3
1447,0,72,3
1448,17,60,1
1449,35,7,5
1450,29,29,1
1451,13,44,1
1452,35,2,5
1453,12,41,1
1454,33,17,5
1455,2,53,3
1456,21,23,1
1457,23,9,5
1458,17,24,1
1459,14,40,1
1460,6,75,3
1461,28,10,5
1462,30,12,5
1463,3,64,3
1464,17,29,1
1465,14,53,1
1466,12,47,1
1467,7,43,1
1468,6,43,1
1469,2,67,3
1470,9,89,3
1471,15,63,1
1472,4,63,3
1473,11,36,1
1474,3,69,3
1475,16,26,1
1476,27,46,1
1477,29,8,5
1478,2,68,3
1479,30,48,1
1480,11,57,1
1481,6,58,3
1482,8,25,1
1483,3,61,3
1484,7,39,3
1485,22,11,5
1486,25,21,5
1487,15,45,1
1488,35,32,1
1489,29,19,5
1490,14,61,1
1491,18,30,1
1492,2,68,3
1493,11,22,3
1494,15,30,1
1495,3,70,3
1496,10,86,3
1497,15,40,1
1498,24,33,1
1499,11,34,1
1500,29,59,1
1501,8,87,3
1502,29,49,1
1504,35,10,5
1505,7,79,3
1506,14,49,1
1507,37,14,5
1508,3,60,3
1509,36,17,5
1510,9,64,3
1511,4,58,3
1512,25,53,1
1513,1,85,3
1514,8,66,3
1515,5,70,3
1516,8,62,3
1517,0,22,3
1518,11,57,1
1519,33,4,5
1520,5,90,3
1521,11,62,3
1522,5,77,3
1523,12,46,1
1524,36,9,5
1525,16,29,1
1526,12,40,1
1527,29,52,1
1528,4,77,3
1529,23,27,1
1530,8,51,1
1531,38,48,1
1532,3,59,3
1533,2,38,3
1534,15,53,1
1535,33,10,5
1536,18,4,5
1537,18,49,1
1538,4,66,3
1539,3,71,3
1540,10,43,1
1541,16,41,1
1542,33,34,1
1543,15,45,1
1544,8,67,3
1545,8,74,3
1546,10,48,1
1547,8,73,3
1548,22,13,5
1549,16,37,1
1550,4,67,3
1551,9,66,3
1552,2,87,3
1553,9,53,1
1554,37,13,5
1555,5,59,3
1556,10,37,1
1557,5,69,3
1558,15,61,1
1559,26,5,5
1560,35,22,1
1561,32,14,5
1562,7,57,1
1563,3,82,3
1564,19,33,1
1565,25,18,5
1566,9,37,1
1567,15,55,1
1568,9,49,1
1569,5,79,3
1570,38,47,1
1571,4,61,3
1572,8,63,3
1573,2,93,3
1574,38,18,5
1575,29,42,1
1576,14,54,1
1577,2,0,3
1578,4,63,3
1579,19,20,5
1580,14,44,1
1581,3,74,3
1582,16,43,1
1583,14,43,1
1584,4,53,3
1585,20,46,1
1586,29,27,1
1587,0,61,3
1588,21,17,5
1589,3,62,3
1590,10,46,1
1591,16,49,1
1592,7,71,3
1593,6,34,3
1594,8,70,3
1595,2,97,3
1596,9,23,1
1597,4,60,3
1598,10,45,1
1599,3,62,3
1600,3,61,3
1601,14,49,1
1602,9,25,1
1603,10,39,1
1604,23,37,1
1605,3,80,3
1606,20,47,1
1607,11,80,3
1608,12,28,1
1609,4,31,3
1610,3,53,3
1611,14,29,1
1612,4,73,3
1613,34,59,1
1614,2,75,3
1615,9,1,3
1616,9,71,3
1617,2,76,3
1618,28,22,5
1619,15,57,1
1620,16,32,1
1621,27,12,5
1622,7,46,1
1623,17,50,1
1624,9,47,1
1625,32,30,1
1626,30,9,5
1627,30,46,1
1628,25,17,5
1629,14,58,1
1630,15,63,1
1631,15,22,1
1632,27,11,5
1633,29,20,5
1634,0,66,3
1635,13,51,1
1636,10,41,1
1637,2,72,3
1638,28,4,5
1639,31,15,5
1640,4,66,3
1641,0,54,3
1642,3,53,3
1643,14,63,1
1644,2,74,3
1645,0,57,3
1646,5,60,3
1647,7,78,3
1648,5,98,3
1649,6,65,3
1650,25,16,5
1651,29,16,5
1652,5,57,3
1653,28,46,1
1654,37,23,5
1655,6,42,1
1656,38,41,1
1657,8,85,3
1658,8,55,1
1659,4,72,3
1660,3,63,3
1661,6,81,3
1662,13,35,1
1663,23,39,1
1664,16,59,1
1666,5,95,3
1667,4,91,3
1668,2,99,3
1669,3,87,3
1670,3,85,3
1671,11,80,3
1672,6,97,3
1673,0,93,3
1674,4,81,3
