id,num_contact,age,occupation
1084,135,44,1
1085,259,8,5
1086,223,6,5
1087,28,84,3
1088,227,20,1
1089,228,7,5
1090,219,31,1
1091,243,25,1
1092,113,34,1
1093,146,26,1
1094,231,11,5
1097,23,61,3
1098,135,37,1
1099,225,9,5
1100,222,48,1
1101,117,28,1
1102,219,53,1
1103,140,73,1
1104,138,70,1
1105,23,52,3
1106,148,30,1
1107,107,35,1
1108,5,67,3
1109,26,67,3
1110,35,54,3
1111,117,48,1
1112,23,1,3
1113,9,74,3
1114,7,68,3
1115,10,62,3
1116,6,51,3
1117,34,82,3
1118,12,98,3
1119,129,32,1
1120,16,71,3
1121,0,77,3
1122,32,26,3
1123,126,51,1
1124,126,26,1
1125,219,28,1
1126,22,90,3
1127,243,30,1
1128,246,26,5
1129,17,76,3
1130,245,35,1
1131,149,56,1
1132,212,6,5
1133,117,46,1
1134,104,53,1
1135,240,44,1
1136,239,28,1
1137,120,36,1
1138,216,50,1
1139,122,42,1
1140,219,3,5
1141,17,54,3
1142,13,54,3
1143,212,5,5
1144,135,35,1
1145,248,5,5
1146,255,55,1
1147,221,15,5
1148,232,47,1
1149,226,14,5
1150,25,59,3
1151,243,20,5
1152,28,66,3
1153,231,38,1
1154,10,57,3
1155,225,53,1
1156,226,32,1
1157,199,22,5
1158,243,43,1
1159,2,62,3
1160,4,73,3
1161,210,22,5
1162,230,46,1
1163,10,60,3
1164,224,4,5
1165,100,30,1
1166,113,46,1
1167,144,51,1
1168,0,24,3
1169,1,67,3
1170,29,69,3
1171,253,13,5
1172,114,52,1
1173,132,46,1
1174,230,44,1
1175,26,22,3
1176,30,80,3
1177,28,66,3
1178,116,38,1
1179,119,46,1
1180,263,38,1
1181,199,4,5
1182,211,10,5
1183,34,2,3
1184,20,38,3
1185,104,41,1
1186,249,51,1
1187,21,65,3
1188,21,1,3
1189,149,53,1
1190,3,66,3
1191,10,39,3
1192,10,78,3
1193,20,61,3
1194,31,81,3
1195,212,39,1
1196,242,55,1
1197,9,60,3
1198,214,33,1
1199,123,51,1
1200,214,15,5
1202,166,32,1
1203,122,51,1
1204,12,71,3
1205,211,6,5
1206,127,30,1
1207,234,58,1
1208,254,26,1
1209,256,9,5
1210,107,56,1
1211,138,47,1
1213,7,66,3
1215,18,49,3
1216,216,22,5
1217,215,46,1
1218,133,34,1
1219,221,62,1
1221,7,58,3
1222,218,59,1
1223,35,61,3
1224,223,20,5
1225,11,68,3
1226,234,51,1
1227,229,49,1
1228,117,25,1
1229,263,27,1
1230,130,43,1
1231,215,44,1
1232,207,48,1
1233,111,38,1
1234,154,44,1
1235,210,12,5
1236,135,45,1
1237,216,56,1
1238,137,28,1
1239,124,39,1
1240,141,24,1
1241,143,41,1
1242,7,1,3
1243,234,52,1
1244,252,50,1
1245,23,67,3
1246,225,45,1
1248,121,58,1
1249,11,76,3
1250,229,42,1
1251,96,60,1
1252,236,38,1
1253,159,46,1
1254,124,47,1
1255,234,7,5
1256,5,2,3
1257,218,9,5
1258,213,4,5
1259,137,41,1
1260,239,9,5
1261,208,40,1
1262,133,31,1
1263,24,72,3
1264,1,78,3
1265,19,54,3
1266,234,54,1
1267,205,11,5
1268,119,35,1
1269,24,2,3
1270,218,5,5
1271,144,52,1
1272,248,31,1
1273,216,4,5
1274,21,86,3
1275,234,24,5
1276,30,33,3
1277,244,43,1
1278,8,50,3
1279,250,47,1
1280,208,48,1
1281,4,2,3
1282,278,15,5
1283,150,52,1
1284,18,49,3
1285,227,48,1
1286,224,4,5
1287,233,37,1
1288,256,42,1
1289,27,53,3
1290,203,13,5
1291,239,6,5
1292,197,44,1
1293,255,4,5
1294,136,21,1
1295,245,5,5
1296,112,27,1
1297,211,52,1
1298,135,52,1
1299,108,32,1
1300,213,19,5
1301,116,42,1
1302,223,3,5
1303,135,39,1
1304,221,18,5
1305,149,42,1
1306,257,10,5
1307,119,24,1
1308,1,66,3
1309,128,45,1
1310,143,31,1
1311,128,30,1
1312,129,27,1
1313,218,42,1
1314,12,72,3
1315,111,24,1
1316,115,52,1
1317,17,64,3
1318,166,35,1
1319,20,39,3
1320,208,35,1
1321,239,9,5
1322,136,50,1
1323,250,57,1
1324,223,3,5
1325,206,25,1
1326,134,49,1
1327,120,28,1
1328,123,33,1
1329,107,39,1
1330,18,54,3
1331,13,65,3
1332,111,55,1
1333,123,49,1
1334,257,13,5
1335,224,32,1
1336,270,21,5
1337,134,24,1
1338,32,62,3
1339,237,38,1
1340,13,74,3
1341,211,2,5
1342,207,31,1
1343,236,3,5
1344,247,52,1
1345,208,25,1
1346,20,70,3
1347,149,29,1
1348,149,46,1
1349,13,1,3
1350,114,47,1
1351,105,50,1
1352,124,56,1
1353,129,39,1
1354,237,20,5
1355,250,37,1
1356,126,40,1
1357,25,91,3
1358,126,38,1
1359,218,29,1
1360,226,43,1
1361,150,34,1
1362,233,48,1
1363,217,28,1
1364,29,72,3
1365,27,1,3
1366,111,58,1
1367,32,78,3
1368,219,42,1
1369,255,48,1
1370,106,48,1
1371,122,45,1
1372,220,6,5
1374,218,55,1
1375,17,50,3
1376,243,8,5
1377,16,89,3
1378,250,3,5
1379,247,7,5
1380,6,44,3
1381,124,44,1
1382,120,42,1
1383,226,35,1
1384,105,34,1
1385,134,79,1
1386,144,50,1
1387,231,16,5
1388,242,12,5
1389,135,53,1
1390,28,1,3
1391,229,13,5
1392,255,13,5
1393,106,39,1
1394,11,63,3
1395,224,44,1
1396,236,5,5
1397,100,28,1
1398,135,32,1
1399,109,48,1
1400,229,58,1
1401,221,5,5
1402,248,16,5
1403,36,0,3
1404,36,0,3
1405,111,40,1
1406,127,26,1
1407,217,10,5
1408,18,62,3
1409,31,64,3
1410,35,62,3
1411,230,27,1
1412,9,1,3
1413,122,52,1
1414,127,48,1
1415,148,29,1
1416,6,72,3
1417,124,27,1
1418,222,25,1
1419,20,39,3
1420,140,35,1
1421,118,48,1
1422,23,54,3
1423,254,21,5
1424,224,7,5
1425,128,48,1
1426,0,58,3
1427,121,27,1
1428,111,47,1
1429,130,45,1
1430,118,43,1
1431,218,6,5
1432,247,34,1
1433,115,50,1
1434,137,28,1
1435,127,35,1
1436,22,2,3
1437,194,7,5
1438,123,34,1
1439,223,43,1
1440,114,41,1
1441,220,29,1
1442,261,23,1
1443,238,25,1
1444,118,44,1
1445,222,19,5
1446,18,59,3
1447,21,72,3
1448,156,60,1
1449,261,7,5
1450,134,29,1
1451,224,44,1
1452,198,2,5
1453,230,41,1
1454,206,17,5
1455,17,53,3
1456,121,23,1
1457,236,9,5
1458,243,24,1
1459,200,40,1
1460,9,75,3
1461,201,10,5
1462,214,12,5
1463,20,64,3
1464,115,29,1
1465,113,53,1
1466,105,47,1
1467,245,43,1
1468,232,43,1
1469,21,67,3
1470,26,89,3
1471,142,63,1
1472,29,63,3
1473,114,36,1
1474,6,69,3
1475,205,26,1
1476,122,46,1
1477,217,8,5
1478,23,68,3
1479,245,48,1
1480,208,57,1
1481,7,58,3
1482,110,25,1
1483,23,61,3
1484,17,39,3
1485,221,11,5
1486,209,21,5
1487,233,45,1
1488,102,32,1
1489,231,19,5
1490,222,61,1
1491,112,30,1
1492,21,68,3
1493,19,22,3
1494,135,30,1
1495,12,70,3
1496,42,86,3
1497,235,40,1
1498,130,33,1
1499,202,34,1
1500,201,59,1
1501,29,87,3
1502,218,49,1
1503,20,1,3
1504,226,10,5
1505,11,79,3
1506,152,49,1
1507,214,14,5
1508,11,60,3
1509,246,17,5
1510,9,64,3
1511,21,58,3
1512,208,53,1
1513,23,85,3
1514,16,66,3
1515,28,70,3
1516,17,62,3
1517,26,22,3
1518,138,57,1
1519,224,4,5
1520,34,90,3
1521,25,62,3
1522,18,77,3
1523,214,46,1
1524,223,9,5
1525,228,29,1
1526,209,40,1
1527,244,52,1
1528,14,77,3
1529,115,27,1
1530,222,51,1
1531,143,48,1
1532,7,59,3
1533,21,38,3
1534,271,53,1
1535,230,10,5
1536,229,4,5
1537,119,49,1
1538,8,66,3
1539,24,71,3
1540,124,43,1
1541,202,41,1
1542,132,34,1
1543,271,45,1
1544,17,67,3
1545,15,74,3
1546,151,48,1
1547,26,73,3
1548,233,13,5
1549,244,37,1
1550,35,67,3
1551,8,66,3
1552,24,87,3
1553,206,53,1
1554,229,13,5
1555,28,59,3
1556,152,37,1
1557,24,69,3
1558,118,61,1
1559,215,5,5
1560,220,22,1
1561,207,14,5
1562,112,57,1
1563,16,82,3
1564,134,33,1
1565,226,18,5
1566,140,37,1
1567,217,55,1
1568,240,49,1
1569,18,79,3
1570,212,47,1
1571,16,61,3
1572,27,63,3
1573,26,93,3
1574,254,18,5
1575,228,42,1
1576,228,54,1
1577,1,0,3
1578,28,63,3
1579,218,20,5
1580,132,44,1
1581,17,74,3
1582,124,43,1
1583,233,43,1
1584,27,53,3
1585,235,46,1
1586,103,27,1
1587,12,61,3
1588,236,17,5
1589,15,62,3
1590,115,46,1
1591,205,49,1
1592,23,71,3
1593,23,34,3
1594,6,70,3
1595,28,97,3
1596,252,23,1
1597,27,60,3
1598,121,45,1
1599,7,62,3
1600,33,61,3
1601,257,49,1
1602,213,25,1
1603,145,39,1
1604,118,37,1
1605,20,80,3
1606,107,47,1
1607,11,80,3
1608,120,28,1
1609,29,31,3
1610,25,53,3
1611,237,29,1
1612,20,73,3
1613,202,59,1
1614,43,75,3
1615,24,1,3
1616,22,71,3
1617,12,76,3
1618,195,22,5
1619,136,57,1
1620,133,32,1
1621,207,12,5
1622,238,46,1
1623,144,50,1
1624,138,47,1
1625,126,30,1
1626,208,9,5
1627,212,46,1
1628,201,17,5
1629,137,58,1
1630,239,63,1
1631,251,22,1
1632,226,11,5
1633,235,20,5
1634,19,66,3
1635,218,51,1
1636,263,41,1
1637,0,72,3
1638,224,4,5
1639,219,15,5
1640,19,66,3
1641,10,54,3
1642,18,53,3
1643,231,63,1
1644,29,74,3
1645,17,57,3
1646,20,60,3
1647,18,78,3
1648,8,98,3
1649,4,65,3
1650,232,16,5
1651,252,16,5
1652,17,57,3
1653,126,46,1
1654,213,23,5
1655,115,42,1
1656,140,41,1
1658,136,55,1
1659,4,72,3
1660,6,63,3
1661,3,81,3
1662,230,35,1
1663,130,39,1
1664,130,59,1
1665,25,90,3
1666,15,95,3
1667,14,91,3
1668,20,99,3
1669,32,87,3
1670,32,85,3
1671,20,80,3
1672,33,97,3
1673,11,93,3
1674,33,81,3
1675,22,92,3
