id,num_contact,age,occupation
5345,224,6,5
5346,222,6,5
5347,36,59,3
5348,246,19,5
5349,33,33,3
5350,33,32,3
5351,126,47,1
5352,226,24,5
5353,125,34,1
5354,131,46,1
5355,15,52,3
5356,115,39,1
5357,143,42,1
5358,229,42,5
5359,120,25,1
5360,223,20,5
5361,134,30,1
5362,128,37,1
5363,237,57,1
5364,102,37,1
5365,24,37,3
5366,120,37,1
5367,100,37,1
5368,225,37,1
5369,132,42,1
5370,25,94,3
5371,28,47,3
5372,136,52,1
5373,216,37,1
5374,159,37,1
5375,124,31,1
5376,117,27,1
5377,151,33,1
5378,231,20,1
5379,266,42,1
5380,239,22,1
5381,118,30,1
5382,246,27,1
5383,213,37,1
5384,33,37,3
5385,257,36,1
5386,129,29,1
5387,221,30,1
5388,134,33,1
5389,124,37,1
5390,202,37,1
5391,231,42,1
5392,222,20,5
5393,143,33,1
5394,123,42,1
5395,142,22,1
5396,132,37,1
5397,125,37,1
5398,240,30,1
5399,205,3,5
5400,116,49,1
5401,111,49,1
5402,9,1,3
5403,29,2,3
5406,23,1,3
5407,26,1,3
5408,131,36,1
5409,14,60,3
5410,17,61,3
5411,22,2,3
5412,137,30,1
5413,239,25,1
5414,137,58,1
5415,120,37,1
5416,239,47,1
5417,191,50,1
5418,221,55,1
5419,124,34,1
5420,16,2,3
5421,28,2,3
5422,110,22,1
5423,235,22,5
5424,150,27,1
5425,160,31,1
5426,228,22,1
5427,150,27,1
5428,15,58,3
5429,11,60,3
5430,225,28,1
5431,233,16,5
5432,238,14,5
5433,111,53,1
5434,219,27,1
5435,231,22,5
5436,155,27,1
5437,252,27,5
5438,217,32,1
5439,259,25,5
5440,24,79,3
5441,24,50,3
5442,239,45,1
5443,6,75,3
5444,125,35,1
5445,145,52,1
5446,135,45,1
5447,234,18,5
5448,125,52,1
5449,105,35,1
5450,12,79,3
5451,234,15,5
5452,21,79,3
5453,224,11,5
5454,231,9,5
5455,136,40,1
5456,233,42,1
5457,130,42,1
5458,14,54,3
5459,127,36,1
5460,116,34,1
5461,25,74,3
5462,141,49,1
5463,217,15,5
5464,217,18,5
5465,244,18,5
5466,214,21,1
5467,126,21,1
5468,120,20,1
5469,144,21,1
5470,259,18,5
5471,215,18,5
5472,227,18,5
5473,237,18,5
5474,218,18,5
5475,261,18,5
5476,243,18,5
5477,141,52,1
5478,232,16,5
5479,221,47,1
5480,124,21,1
5481,106,21,1
5482,219,19,5
5483,251,20,1
5484,125,23,1
5485,241,22,1
5486,230,22,1
5487,233,19,5
5488,223,19,5
5489,128,55,1
5490,218,28,1
5491,138,45,1
5492,233,28,1
5493,227,29,5
5494,129,40,1
5495,136,39,1
5496,128,22,1
5497,113,21,1
5498,248,28,1
5499,213,40,1
5500,235,40,1
5501,117,35,1
5502,141,40,1
5503,19,35,3
5504,15,60,3
5505,115,29,1
5506,203,3,5
5507,28,1,3
5508,121,27,1
5509,232,31,1
5510,229,36,1
5511,102,34,1
5512,146,25,1
5513,215,20,5
5514,202,20,1
5515,12,21,3
5516,200,35,1
5517,150,22,1
5518,213,49,1
5519,113,30,1
5520,210,48,1
5521,123,43,1
5522,229,26,5
5523,128,41,1
5524,216,53,1
5525,134,54,1
5526,215,14,5
5527,21,60,3
5528,129,32,1
5529,210,53,1
5530,7,54,3
5531,201,29,1
5532,222,22,1
5533,120,42,1
5534,103,42,1
5535,114,42,1
5536,113,24,1
5537,231,32,1
5538,124,37,1
5539,127,37,1
5540,5,33,3
5541,107,33,1
5542,107,42,1
5543,130,28,1
5544,227,35,1
5545,241,22,5
5546,234,39,1
5547,130,37,1
5548,213,27,5
5549,124,32,1
5550,195,28,1
5551,16,29,3
5552,240,30,1
5553,235,32,1
5554,210,26,5
5555,213,9,5
5556,226,12,5
5557,219,43,1
5558,114,58,1
5559,8,72,3
5560,7,68,3
5561,129,27,1
5562,219,52,1
5563,211,47,1
5564,148,47,1
5565,12,72,3
5566,246,37,1
5567,21,1,3
5568,0,1,3
5569,25,1,3
5570,228,10,5
5571,214,10,5
5572,240,8,5
5573,239,10,5
5574,218,10,5
5575,254,10,5
5576,215,10,5
5577,231,10,5
5578,225,10,5
5579,207,10,5
5580,246,10,5
5581,223,10,5
5582,234,10,5
5583,239,10,5
5584,208,10,5
5585,206,10,5
5586,232,10,5
5587,231,10,5
5588,241,10,5
5589,216,10,5
5590,198,8,5
5591,235,9,5
5592,3,0,3
5593,132,47,1
5594,224,10,5
5595,187,10,5
5596,20,1,3
5597,26,1,3
5599,36,0,3
5600,118,47,1
5601,218,30,1
5602,212,13,5
5603,259,18,5
5604,233,10,5
5605,210,10,5
5606,236,14,5
5607,255,22,1
5608,245,11,5
5609,243,10,5
5610,230,10,5
5611,221,10,5
5612,141,24,1
5613,26,52,3
5614,221,17,5
5615,25,29,3
5616,215,9,5
5617,121,47,1
5618,1,34,3
5619,274,45,1
5620,122,50,1
5621,99,30,1
5622,231,18,5
5623,224,16,5
5624,29,45,3
5625,109,40,1
5626,247,50,1
5627,217,36,1
5628,275,23,1
5629,126,58,1
5630,199,48,1
5631,212,51,1
5632,122,38,1
5633,126,40,1
5634,219,7,5
5635,112,45,1
5636,226,46,1
5637,234,52,1
5638,10,63,3
5639,245,35,1
5640,226,40,1
5641,137,45,1
5642,227,45,1
5643,121,50,1
5644,18,65,3
5645,13,65,3
5646,21,65,3
5647,231,30,1
5648,27,0,3
5649,244,7,5
5650,249,5,5
5651,195,34,1
5652,7,61,3
5653,222,13,5
5654,228,13,5
5655,242,13,5
5656,18,55,3
5657,111,48,1
5658,240,48,1
5659,139,20,1
5660,233,18,5
5661,233,13,5
5662,229,13,5
5663,230,13,5
5664,232,13,5
5665,222,13,5
5666,244,13,5
5667,203,13,5
5668,205,13,5
5669,219,13,5
5670,226,13,5
5671,235,13,5
5672,249,13,5
5673,219,13,5
5674,211,13,5
5675,216,13,5
5676,218,13,5
5677,233,13,5
5678,214,14,5
5679,230,14,5
5680,141,22,1
5681,99,45,1
5682,223,35,1
5683,222,42,1
5684,221,13,5
5685,233,13,5
5686,218,13,5
5687,267,13,5
5688,216,13,5
5689,242,13,5
5690,205,13,5
5691,224,13,5
5692,211,13,5
5693,232,13,5
5694,205,13,5
5695,228,13,5
5696,254,13,5
5697,231,40,1
5698,107,57,1
5699,137,40,1
5700,101,57,1
5701,155,54,1
5702,139,29,1
5703,20,-1,3
5704,229,18,5
5705,242,9,5
5706,195,29,5
5707,30,-1,3
5708,12,-1,3
5709,235,8,5
5710,36,-1,3
5711,15,2,3
5712,32,-1,3
5713,18,-1,3
5714,2,79,3
5715,127,46,1
5716,132,38,1
5717,145,40,1
5718,209,21,5
5719,8,-1,3
5720,19,-1,3
5721,21,-1,3
5722,240,10,5
5723,20,-1,3
5724,21,64,3
5725,28,34,3
5726,20,-1,3
5727,19,89,3
5728,26,-1,3
5729,7,-1,3
5730,228,16,5
5731,134,20,1
5732,26,-1,3
5733,206,45,1
5734,33,1,3
5735,142,44,1
5736,248,30,1
5737,250,29,5
5738,26,29,3
5739,137,26,1
5740,238,21,5
5741,235,6,5
5742,222,16,5
5743,212,6,5
5744,231,6,5
5745,225,6,5
5746,230,6,5
5747,220,6,5
5748,121,44,1
5749,227,20,1
5750,216,13,5
5751,161,54,1
5752,136,38,1
5753,237,10,5
5754,228,9,5
5755,226,40,1
5756,20,74,3
5757,241,56,1
5758,196,35,1
5759,135,40,1
5760,23,22,3
5761,28,67,3
5762,22,76,3
5763,26,63,3
5764,9,35,3
5766,124,35,1
5767,242,7,5
5768,222,5,5
5769,24,86,3
5770,233,18,5
5771,257,19,5
5772,229,16,5
5773,139,41,1
5774,215,42,1
5775,225,13,5
5776,248,18,5
5777,246,18,5
5778,215,17,5
5779,253,17,5
5780,226,17,5
5781,243,17,5
5782,240,17,5
5783,209,17,5
5784,204,17,5
5785,228,18,5
5786,191,17,5
5787,201,17,5
5788,226,16,5
5789,226,40,1
5790,138,45,1
5791,212,13,5
5792,235,40,5
5793,192,27,1
5794,38,89,3
5795,3,-1,3
5796,210,15,5
5797,22,75,3
5798,238,9,5
5799,220,42,1
5800,18,-1,3
5801,231,62,1
5802,238,52,1
5803,32,-1,3
5804,12,-1,3
5805,207,15,5
5806,18,-1,3
5807,138,54,1
5808,8,-1,3
5809,21,-1,3
5810,29,2,3
5811,243,53,1
5812,6,-1,3
5813,18,-1,3
5814,136,45,1
5815,211,22,1
5816,27,-1,3
5817,10,-1,3
5818,176,6,5
5819,136,34,1
5820,146,55,1
5822,246,14,5
5823,215,15,5
5824,8,-1,3
5825,17,-1,3
5826,112,47,1
5827,11,-1,3
5828,135,57,1
5829,126,57,1
5830,128,45,1
5831,23,75,3
5832,17,1,3
5833,238,37,1
5834,234,5,5
5835,224,43,1
5836,130,67,1
5837,244,8,5
5838,216,8,5
5839,242,8,5
5840,224,8,5
5841,236,8,5
5842,232,8,5
5843,226,8,5
5844,233,8,5
5845,228,8,5
5846,227,8,5
5847,214,8,5
5848,249,8,5
5849,226,8,5
5850,217,8,5
5851,239,8,5
5852,256,8,5
5853,223,8,5
5854,218,8,5
5855,238,8,5
5856,230,8,5
5857,217,8,5
5858,217,8,5
5859,212,8,5
5860,233,8,5
5861,231,8,5
5862,215,8,5
5863,240,8,5
5864,245,8,5
5865,28,22,3
5866,204,22,5
5867,138,22,1
5868,133,47,1
5869,131,42,1
5870,226,26,1
5871,219,25,5
5872,109,22,1
5873,228,45,1
5874,131,45,1
5875,221,16,5
5876,247,14,5
5877,238,11,5
5878,207,18,5
5879,135,21,1
5880,229,16,5
5881,220,16,5
5882,239,15,5
5883,238,42,1
5884,149,42,1
5885,228,17,5
5886,224,15,5
5887,249,13,5
5888,226,47,1
5889,223,22,1
5890,121,23,1
5891,115,47,1
5892,138,32,1
5893,24,0,3
5894,129,28,1
5895,98,25,1
5896,222,4,5
5897,124,32,1
5898,221,5,5
5899,217,10,5
5900,14,65,3
5901,142,52,1
5902,214,10,5
5903,222,10,5
5904,211,12,5
5905,128,45,1
5906,205,4,5
5907,134,45,1
5908,227,7,5
5909,214,7,5
5910,141,45,1
5911,116,45,1
5912,134,30,1
5913,149,50,1
5914,131,55,1
5915,25,80,3
5916,36,83,3
5917,224,45,1
5918,30,83,3
5920,116,45,1
5921,193,35,1
5922,15,70,3
5923,127,25,1
5924,0,1,3
5925,236,3,5
5926,116,22,1
5927,105,30,1
5928,113,42,1
5929,206,42,1
5930,233,40,1
5931,224,37,1
5932,121,25,1
5933,232,39,1
5934,137,31,1
5935,13,63,3
5936,209,59,1
5937,220,30,1
5938,249,18,5
5939,141,46,1
5941,100,20,1
5942,7,-1,3
5943,18,99,3
5944,226,18,5
5945,113,45,1
5946,224,20,1
5947,12,61,3
5948,114,37,1
5949,21,-1,3
5950,223,7,5
5951,227,54,1
5952,16,54,3
5953,135,20,1
5954,230,61,1
5955,18,-1,3
5956,132,45,1
5957,115,36,1
5958,225,13,5
5959,112,21,1
5960,19,54,3
5961,139,45,1
5962,26,-1,3
5963,254,62,1
5964,21,80,3
5965,208,19,5
5966,131,42,1
5967,256,46,1
5968,20,-1,3
5970,15,-1,3
5971,252,15,5
5972,131,20,1
5973,6,-1,3
5974,249,41,1
5975,223,18,5
5976,3,-1,3
5977,27,-1,3
5978,222,10,5
5979,225,13,5
5980,222,14,5
5981,232,44,1
5982,242,51,1
5983,131,43,1
5984,234,46,1
5985,230,24,5
5986,118,48,1
5987,11,65,3
5988,11,70,3
5989,37,38,3
5990,18,38,3
5991,194,52,1
5992,24,57,3
5993,221,8,5
5994,215,8,5
5995,232,32,1
5996,216,52,1
5997,23,62,3
5998,119,40,1
5999,248,42,1
6000,109,38,1
6001,209,36,1
6002,221,41,1
6003,216,12,5
6004,23,62,3
6005,34,82,3
6006,13,71,3
6007,24,72,3
6008,10,66,3
6009,245,26,5
6010,27,70,3
6012,239,56,1
6013,240,30,1
6014,228,16,5
6015,229,16,5
6016,221,16,5
6017,223,16,5
6018,222,16,5
6019,133,35,1
6020,144,35,1
6021,136,35,1
6022,22,35,3
6023,123,35,1
6024,127,35,1
6025,30,70,3
6026,236,45,1
6027,22,85,3
6028,226,32,1
6029,234,47,1
6030,146,55,1
6031,27,83,3
6032,232,35,1
6033,129,38,1
6034,238,38,1
6035,237,8,5
6036,210,8,5
6037,200,10,5
6038,252,13,5
6039,209,13,5
6040,221,10,5
6041,210,5,5
6042,112,41,1
6043,239,40,1
6044,146,45,1
6045,10,65,3
6046,125,53,1
6047,28,-1,3
6048,129,45,1
6049,23,-1,3
6050,231,24,5
6051,24,56,3
6052,144,51,1
6053,16,-1,3
6054,34,-1,3
6055,225,25,1
6056,16,60,3
6057,32,-1,3
6058,207,55,1
6059,236,50,1
6060,0,-1,3
6061,27,-1,3
6062,222,20,5
6063,17,-1,3
6064,17,-1,3
6065,18,-1,3
6066,223,18,5
6067,18,-1,3
6068,11,-1,3
6069,7,48,3
6070,138,55,1
6071,141,32,1
6072,239,15,5
6073,208,8,5
6074,11,-1,3
6075,156,55,1
6076,257,25,1
6077,231,18,5
6078,23,-1,3
6079,121,49,1
6080,213,28,1
6081,243,47,1
6082,33,-1,3
6083,217,19,5
6084,7,64,3
6085,141,52,1
6086,107,31,1
6087,22,73,3
6088,113,24,1
6089,234,12,5
6090,193,13,5
6091,236,11,5
6092,236,12,5
6093,213,13,5
6094,255,13,5
6095,207,13,5
6096,238,13,5
6097,241,13,5
6098,223,11,5
6099,202,13,5
6100,222,15,5
6101,220,15,5
6102,251,15,5
6103,238,15,5
6104,203,13,5
6105,246,16,5
6106,231,15,5
6107,205,13,5
6108,214,13,5
6109,201,17,5
6110,229,15,5
6111,227,14,5
6112,127,44,1
6113,230,43,1
6114,206,12,5
6115,22,-1,3
6116,226,39,1
6117,20,-1,3
6118,17,-1,3
6119,231,3,5
6120,30,-1,3
6121,240,12,5
6122,17,-1,3
6123,242,37,1
6124,242,19,5
6125,113,36,1
6126,219,13,5
6127,18,-1,3
6128,158,45,1
6129,9,-1,3
6130,145,39,1
6131,125,32,1
6132,17,-1,3
6133,213,22,5
6134,219,14,5
6135,150,22,1
6136,241,39,1
6137,21,70,3
6138,227,33,1
6139,218,54,1
6140,30,1,3
6141,220,49,1
6143,212,18,5
6144,220,17,5
6145,220,18,5
6146,7,54,3
6147,145,32,1
6148,20,-1,3
6149,0,50,3
6150,15,66,3
6151,110,44,1
6152,18,-1,3
6153,125,26,1
6154,137,50,1
6155,147,32,1
6156,231,60,1
6157,131,20,1
6158,21,-1,3
6159,32,-1,3
6160,26,-1,3
6161,200,35,1
6162,1,-1,3
6163,119,29,1
6164,17,-1,3
6165,213,6,5
6166,12,-1,3
6167,7,63,3
6168,251,28,1
6169,246,36,1
6170,139,49,1
6171,36,-1,3
6172,239,21,5
6173,125,35,1
6174,14,-1,3
6175,208,32,1
6176,11,-1,3
6177,238,10,5
6178,233,41,1
6179,228,45,1
6180,10,-1,3
6181,227,13,5
6182,23,-1,3
6183,201,13,5
6184,9,-1,3
6185,224,32,1
6186,18,-1,3
6187,17,-1,3
6188,28,48,3
6189,210,9,5
6190,26,-1,3
6191,8,93,3
6192,231,7,5
6193,193,9,5
6194,220,12,5
6195,127,34,1
6196,241,35,1
6197,17,56,3
6198,1,72,3
6199,14,62,3
6200,23,96,3
6201,109,40,1
6202,154,28,1
6203,241,8,5
6204,241,8,5
6205,231,7,5
6206,219,7,5
6207,222,7,5
6208,236,17,5
6209,119,49,1
6210,99,45,1
6211,106,48,1
6212,3,46,3
6213,27,70,3
6214,13,71,3
6215,254,10,5
6216,234,8,5
6217,239,6,5
6218,118,28,1
6219,24,2,3
6220,132,22,1
6221,121,48,1
6222,95,29,1
6223,135,55,1
6224,127,42,1
6225,205,42,1
6226,139,47,1
6227,208,12,5
6228,131,41,1
6229,119,44,1
6230,122,42,1
6231,127,39,1
6232,132,37,1
6233,230,39,1
6234,13,65,3
6235,18,67,3
6236,215,47,1
6237,239,44,1
6238,243,15,5
6239,20,65,3
6240,119,66,1
6241,9,72,3
6242,119,31,1
6243,23,0,3
6244,114,61,1
6245,227,26,1
6246,28,36,3
6247,128,28,1
6248,210,40,1
6249,5,57,3
6250,253,51,1
6251,230,43,1
6252,140,30,1
6253,223,30,1
6254,28,61,3
6255,123,59,1
6256,225,23,1
6257,106,45,1
6258,135,40,1
6259,31,27,3
6260,216,32,1
6261,130,52,1
6262,133,57,1
6263,107,57,1
6264,13,37,3
6265,136,52,1
6266,145,57,1
6267,120,42,1
6268,126,42,1
6269,202,40,1
6270,123,27,1
6271,112,50,1
6273,26,62,3
6274,208,35,1
6275,137,32,1
6276,212,20,5
6277,130,52,1
6278,217,55,1
6279,224,21,5
6280,126,45,1
6281,266,37,1
6282,120,35,1
6283,15,63,3
6284,119,61,1
6285,235,42,1
6286,8,79,3
6287,136,36,1
6288,119,32,1
6289,1,35,3
6290,40,75,3
6291,124,56,1
6292,206,64,1
6293,25,60,3
6294,232,35,1
6295,136,35,1
6296,12,55,3
6297,191,45,1
6298,98,55,1
6299,24,75,3
6300,132,42,1
6301,160,34,1
6302,206,37,1
6303,266,31,1
6304,191,26,1
6305,114,38,1
6306,258,45,1
6307,21,50,3
6308,244,37,1
6309,121,38,1
6310,7,2,3
6311,122,42,1
6312,229,42,1
6313,147,32,1
6314,24,55,3
6315,118,55,1
6316,131,57,1
6317,97,52,1
6318,16,67,3
6319,20,67,3
6320,3,55,3
6321,18,70,3
6322,250,50,1
6323,250,48,1
6324,226,16,5
6325,20,70,3
6326,27,35,3
6327,204,24,5
6328,139,30,1
6329,227,3,5
6330,212,3,5
6331,231,3,5
6332,227,3,5
6333,223,3,5
6334,228,3,5
6335,209,3,5
6336,238,3,5
6337,211,3,5
6338,236,3,5
6339,250,3,5
6340,222,13,5
6341,236,3,5
6342,222,3,5
6343,225,3,5
6344,221,3,5
6345,220,3,5
6346,239,3,5
6347,224,3,5
6348,231,3,5
6349,211,3,5
6350,211,3,5
6351,233,3,5
6352,267,3,5
6353,241,3,5
6354,225,3,5
6355,226,3,5
6356,145,54,1
6357,124,43,1
6358,138,55,1
6359,23,55,3
6360,223,14,5
6361,234,12,5
6362,192,45,1
6363,101,35,1
6364,130,45,1
6365,34,62,3
6366,212,27,1
6367,135,27,1
6368,159,27,1
6369,24,65,3
6370,7,65,3
6371,21,72,3
6372,4,62,3
6373,115,35,1
6374,26,42,3
6375,128,47,1
6376,124,22,1
6377,120,22,1
6378,132,32,1
6379,148,42,1
6380,19,42,3
6381,267,3,5
6382,117,45,1
6383,226,45,1
6384,146,47,1
6385,240,12,5
6386,107,32,1
6387,142,27,1
6388,128,22,1
6389,128,27,1
6390,24,-1,3
6391,17,-1,3
6392,25,-1,3
6393,193,13,5
6395,212,13,5
6396,245,16,5
6397,33,-1,3
6398,22,-1,3
6399,19,-1,3
6400,24,-1,3
6401,220,50,1
6402,28,-1,3
6403,125,36,1
6404,129,53,1
6405,244,13,5
6406,5,-1,3
6407,220,12,5
6408,221,45,1
6409,30,50,3
6410,236,41,1
6411,30,-1,3
6412,237,12,5
6413,15,1,3
6414,4,-1,3
6415,14,49,3
6416,224,40,1
6417,7,-1,3
6418,242,27,5
6419,244,14,5
6420,4,1,3
6421,15,1,3
6422,22,-1,3
6423,118,49,1
6424,230,43,1
6425,29,76,3
6426,217,44,1
6427,12,-1,3
6428,252,15,5
6429,222,14,5
6430,124,32,1
6431,211,10,5
6432,238,48,1
6433,217,10,5
6434,143,45,1
6435,241,6,5
6436,107,37,1
6437,138,39,1
6438,19,71,3
6439,124,49,1
6440,132,44,1
6441,241,41,1
6442,14,70,3
6443,220,23,1
6444,229,16,5
6445,223,16,5
6446,28,67,3
6447,17,-1,3
6448,17,75,3
6449,225,9,5
6450,18,-1,3
6451,224,40,1
6452,197,54,1
6453,190,18,5
6454,236,10,5
6455,228,27,5
6456,209,24,1
6457,21,-1,3
6458,101,24,1
6459,228,40,1
6460,27,68,3
6462,42,-1,3
6463,14,-1,3
6464,23,-1,3
6465,6,83,3
6466,235,13,5
6467,16,54,3
6468,24,32,3
6469,36,60,3
6470,119,42,1
6471,29,20,3
6472,7,-1,3
6473,17,50,3
6474,141,35,1
6475,9,-1,3
6476,119,52,1
6477,215,6,5
6478,109,27,1
6479,27,-1,3
6480,96,40,1
6481,16,73,3
6482,233,47,1
6483,228,12,5
6484,142,50,1
6485,0,-1,3
6486,16,-1,3
6487,221,55,1
6488,213,54,1
6489,31,-1,3
6490,26,-1,3
6491,18,1,3
6492,28,-1,3
6493,227,8,5
6494,232,22,5
6495,130,28,1
6496,21,72,3
6497,129,49,1
6498,28,-1,3
6499,15,-1,3
6500,13,-1,3
6501,12,-1,3
6502,145,38,1
6503,124,34,1
6504,121,28,1
6505,124,30,1
6506,229,31,1
6507,234,43,1
6508,268,32,1
6509,30,47,3
6510,24,62,3
6511,224,27,5
6512,136,47,1
6513,122,22,1
6514,241,32,1
6515,138,25,1
6516,246,34,1
6517,232,40,1
6518,107,35,1
6519,133,49,1
6520,248,18,5
6521,219,46,1
6522,127,47,1
6523,253,47,1
6524,141,52,1
6525,131,22,1
6526,125,57,1
6527,195,42,1
6528,226,32,1
6529,222,42,1
6530,142,42,1
6531,189,22,1
6532,100,27,1
6533,102,27,1
6534,32,32,3
6535,153,32,1
6536,244,57,1
6537,240,32,1
6538,111,48,1
6539,125,28,1
6540,120,40,1
6541,233,40,1
6542,131,32,1
6543,113,25,1
6544,239,25,1
6545,128,25,1
6546,96,25,1
6547,135,25,1
6548,110,25,1
6549,223,25,5
6550,138,27,1
6551,126,27,1
6552,9,27,3
6553,247,27,1
6554,147,27,1
6555,200,27,5
6556,165,26,1
6557,232,26,1
6558,140,27,1
6559,226,25,5
6560,260,25,1
6561,117,25,1
6562,102,43,1
6563,238,29,5
6564,125,28,1
6565,143,22,1
6566,224,23,5
6567,20,50,3
6568,133,57,1
6569,16,60,3
6570,257,48,1
6571,24,66,3
6572,227,48,1
6573,19,27,3
6574,250,24,5
6575,205,39,1
6576,206,32,1
6577,223,23,1
6578,127,52,1
6579,239,3,5
6580,234,4,5
6581,20,35,3
6582,29,72,3
6583,127,37,1
6584,18,71,3
6585,18,72,3
6586,23,72,3
6587,133,47,1
6588,228,47,1
6589,231,17,5
6590,119,57,1
6591,145,46,1
6592,151,41,1
6593,213,9,5
6594,256,9,5
6595,246,9,5
6596,202,9,5
6597,222,9,5
6598,218,48,1
6599,245,9,5
6600,199,48,1
6601,237,9,5
6602,206,9,5
6603,226,9,5
6604,213,10,5
6605,200,9,5
6606,213,9,5
6607,237,42,1
6608,15,62,3
6609,119,35,1
6610,118,44,1
6611,242,36,1
6612,234,5,5
6613,220,3,5
6614,2,40,3
6615,28,20,3
6616,230,30,1
6617,217,59,1
6618,21,60,3
6620,28,62,3
6621,207,9,5
6622,213,4,5
6623,16,78,3
6624,4,77,3
6625,209,19,5
6626,207,19,5
6627,222,19,5
6628,239,19,5
6629,123,24,1
6630,231,21,1
6631,120,22,1
6632,128,20,1
6633,225,19,5
6634,234,20,5
6635,215,19,5
6636,5,52,3
6637,148,22,1
6638,212,23,1
6639,110,27,1
6640,245,28,1
6641,126,27,1
6642,16,65,3
6643,1,68,3
6644,24,48,3
6645,225,34,1
6646,118,50,1
6647,216,42,1
6648,126,31,1
6649,110,44,1
6650,21,67,3
6651,131,26,1
6652,206,29,5
6653,204,12,5
6654,205,52,1
6655,8,63,3
6656,210,17,5
6657,223,20,5
6658,235,30,1
6659,218,22,1
6660,18,68,3
6661,4,71,3
6662,232,40,1
6663,242,43,1
6664,134,22,1
6665,232,35,1
6666,226,30,1
6667,33,55,3
6668,219,5,5
6669,221,3,5
6670,241,3,5
6671,247,3,5
6672,232,3,5
6673,201,3,5
6674,229,3,5
6675,225,3,5
6676,250,3,5
6677,213,3,5
6678,211,3,5
6679,204,3,5
6680,225,3,5
6681,236,3,5
6682,249,3,5
6683,208,3,5
6684,126,37,1
6685,15,43,3
6686,214,4,5
6687,208,4,5
6688,267,4,5
6689,26,31,3
6690,235,36,1
6691,231,11,5
6692,231,8,5
6693,19,62,3
6694,32,30,3
6695,213,5,5
6696,229,3,5
6697,3,1,3
6698,24,74,3
6699,8,75,3
6700,20,69,3
6701,230,45,1
6702,20,65,3
6703,10,85,3
6704,11,85,3
6705,24,91,3
6706,25,90,3
6707,11,79,3
6708,9,85,3
6710,21,84,3
6711,45,82,3
6712,21,82,3
6713,19,62,3
6714,268,36,1
6715,115,41,1
6716,219,18,5
6717,231,45,1
6718,8,62,3
6719,256,36,1
6720,19,60,3
6721,15,90,3
6722,28,91,3
6723,255,59,1
6724,21,62,3
6725,27,70,3
6726,5,69,3
6727,248,5,5
6728,142,42,1
6729,230,49,1
6730,101,25,1
6731,117,45,1
6732,240,39,1
6733,9,69,3
6734,15,64,3
6735,111,31,1
6736,37,0,3
6737,28,66,3
6738,25,66,3
6739,2,60,3
6740,113,67,1
6741,102,27,1
6742,27,71,3
6743,5,64,3
6744,253,42,1
6745,17,72,3
6746,219,43,1
6747,227,43,1
6748,202,9,5
6749,219,4,5
6750,22,2,3
6751,248,19,5
6752,224,17,5
6753,227,15,5
6754,229,13,5
6755,11,51,3
6756,231,17,5
6757,126,40,1
6758,221,40,1
6759,219,46,1
6760,229,47,1
6761,137,43,1
6762,219,45,1
6763,206,9,5
6764,210,9,5
6765,218,9,5
6766,214,9,5
6767,214,9,5
6768,240,9,5
6769,216,9,5
6770,213,9,5
6771,227,9,5
6772,230,9,5
6773,236,9,5
6774,229,9,5
6775,228,9,5
6776,230,9,5
6777,229,9,5
6778,223,9,5
6779,238,9,5
6780,219,9,5
6781,212,9,5
6782,243,9,5
6783,208,9,5
6784,239,55,1
6785,137,46,1
6786,33,52,3
6787,218,56,1
6788,109,45,1
6789,242,21,5
6790,144,37,1
6791,129,37,1
6792,123,32,1
6793,107,42,1
6794,142,51,1
6795,236,37,1
6796,110,37,1
6797,221,27,5
6798,220,50,1
6799,226,51,1
6800,23,85,3
6801,222,47,1
6802,227,18,5
6803,231,16,5
6804,207,20,1
6805,119,44,1
6806,214,22,5
6807,221,22,1
6808,116,24,1
6809,12,23,3
6810,245,20,5
6811,140,27,1
6812,112,29,1
6813,218,19,5
6814,108,26,1
6815,110,25,1
6816,226,17,5
6817,235,15,5
6818,220,18,5
6819,254,17,5
6820,241,20,1
6821,23,20,3
6822,228,21,5
6823,218,64,1
6824,125,66,1
6825,130,29,1
6826,32,30,3
6827,242,37,1
6828,237,39,1
6829,126,34,1
6830,130,33,1
6831,227,10,5
6832,199,5,5
6833,136,59,1
6834,20,64,3
6835,231,29,1
6836,240,30,1
6837,253,36,1
6838,167,44,1
6839,224,3,5
6840,20,2,3
6841,224,5,5
6842,227,35,1
6843,7,74,3
6844,212,19,5
6845,137,20,1
6846,166,42,1
6847,128,42,1
6848,230,11,5
6849,249,5,5
6850,216,41,1
6851,125,42,1
6852,234,42,1
6853,139,34,1
6854,24,62,3
6855,215,6,5
6856,217,7,5
6857,189,35,1
6858,31,52,3
6859,206,37,1
6860,121,29,1
6861,23,0,3
6862,223,5,5
6863,243,7,5
6864,225,14,5
6865,1,63,3
6866,7,65,3
6867,124,41,1
6868,228,29,5
6869,43,0,3
6870,226,39,5
6871,26,51,3
6872,205,13,5
6873,234,15,5
6874,227,15,5
6875,211,15,5
6876,217,15,5
6877,196,15,5
6878,241,15,5
6879,214,15,5
6880,204,15,5
6881,256,15,5
6882,223,15,5
6883,228,15,5
6884,209,15,5
6885,135,45,1
6886,228,15,5
6887,144,35,1
6888,205,15,5
6889,226,45,1
6890,159,45,1
6891,192,15,5
6892,233,15,5
6893,186,15,5
6894,229,15,5
6895,221,17,5
6896,246,21,1
6897,232,17,5
6898,234,17,5
6899,30,51,3
6900,230,49,1
6901,226,15,5
